Inès|JESSICA PRATT|2013|11|La Fenice apre con L'Africaine, tra esotismo e denuncia anticolonialista|-|-|Giacomo Meyerbeer
Sélika|VERONICA SIMEONI|2013|11|La Fenice apre con L'Africaine, tra esotismo e denuncia anticolonialista|-|-|Giacomo Meyerbeer
Vasco de Gama|GREGORY KUNDE|2013|11|La Fenice apre con L'Africaine, tra esotismo e denuncia anticolonialista|-|-|Giacomo Meyerbeer
Don Alvar|EMANUELE GIANNINO|2013|11|La Fenice apre con L'Africaine, tra esotismo e denuncia anticolonialista|-|-|Giacomo Meyerbeer
Nélusko|ANGELO VECCIA|2013|11|La Fenice apre con L'Africaine, tra esotismo e denuncia anticolonialista|-|-|Giacomo Meyerbeer
Don Diego|DAVIDE RUBERTI|2013|11|La Fenice apre con L'Africaine, tra esotismo e denuncia anticolonialista|-|-|Giacomo Meyerbeer
Le grand inquisiteur de Lisbonne|MATTIA DENTI|2013|11|La Fenice apre con L'Africaine, tra esotismo e denuncia anticolonialista|-|-|Giacomo Meyerbeer
Le grand-prêtre de Brahma|RUBEN AMORETTI|2013|11|La Fenice apre con L'Africaine, tra esotismo e denuncia anticolonialista|-|-|Giacomo Meyerbeer
Anna|ANNA BORDIGNON|2013|11|La Fenice apre con L'Africaine, tra esotismo e denuncia anticolonialista|-|-|Giacomo Meyerbeer
Sir John Falstaff|ELIA FABBIAN|2016|03|"Falstaff" al Teatro San Carlo di Napoli|Teatro San Carlo di Napoli|"Falstaff"|Giuseppe Verdi
Ford|STEFANO ANTONUCCI|2016|03|"Falstaff" al Teatro San Carlo di Napoli|Teatro San Carlo di Napoli|"Falstaff"|Giuseppe Verdi
Fenton|LEONARDO CORTELLAZZI|2016|03|"Falstaff" al Teatro San Carlo di Napoli|Teatro San Carlo di Napoli|"Falstaff"|Giuseppe Verdi
Dottor Cajus|CRISTIANO OLIVIERI|2016|03|"Falstaff" al Teatro San Carlo di Napoli|Teatro San Carlo di Napoli|"Falstaff"|Giuseppe Verdi
Bardolfo|GIANLUCA SORRENTINO|2016|03|"Falstaff" al Teatro San Carlo di Napoli|Teatro San Carlo di Napoli|"Falstaff"|Giuseppe Verdi
Pistola|GABRIELE SAGONA|2016|03|"Falstaff" al Teatro San Carlo di Napoli|Teatro San Carlo di Napoli|"Falstaff"|Giuseppe Verdi
Nannetta|ROSA FEOLA|2016|03|"Falstaff" al Teatro San Carlo di Napoli|Teatro San Carlo di Napoli|"Falstaff"|Giuseppe Verdi
Mrs. Quickly|BARBARA DI CASTRI|2016|03|"Falstaff" al Teatro San Carlo di Napoli|Teatro San Carlo di Napoli|"Falstaff"|Giuseppe Verdi
Mrs. Meg Page|ANNUNZIATA VESTRI|2016|03|"Falstaff" al Teatro San Carlo di Napoli|Teatro San Carlo di Napoli|"Falstaff"|Giuseppe Verdi
Die Feldmarschallin|SIMONE SCHNEIDER|2015|04|"Der Rosenkavalier" alla Staatsoper Stuttgart|Staatsoper Stuttgart|"Der Rosenkavalier"|Stefan Herheim
Octavian|SOPHIE MARILLEY|2015|04|"Der Rosenkavalier" alla Staatsoper Stuttgart|Staatsoper Stuttgart|"Der Rosenkavalier"|Stefan Herheim
Faninal|MICHAEL EBBECKE|2015|04|"Der Rosenkavalier" alla Staatsoper Stuttgart|Staatsoper Stuttgart|"Der Rosenkavalier"|Stefan Herheim
Sophie|ANA DURLOVSKI|2015|04|"Der Rosenkavalier" alla Staatsoper Stuttgart|Staatsoper Stuttgart|"Der Rosenkavalier"|Stefan Herheim
Marianne|REBECCA VON LIPINSKI|2015|04|"Der Rosenkavalier" alla Staatsoper Stuttgart|Staatsoper Stuttgart|"Der Rosenkavalier"|Stefan Herheim
Valzacchi|TORSTEN HOFMANN|2015|04|"Der Rosenkavalier" alla Staatsoper Stuttgart|Staatsoper Stuttgart|"Der Rosenkavalier"|Stefan Herheim
Annina|STINE MARIE FISCHER|2015|04|"Der Rosenkavalier" alla Staatsoper Stuttgart|Staatsoper Stuttgart|"Der Rosenkavalier"|Stefan Herheim
Un Commissario di Polizia/Un Notaio|MARK MUNKITTRICK|2015|04|"Der Rosenkavalier" alla Staatsoper Stuttgart|Staatsoper Stuttgart|"Der Rosenkavalier"|Stefan Herheim
Una Modista|KARIN HORVAT|2015|04|"Der Rosenkavalier" alla Staatsoper Stuttgart|Staatsoper Stuttgart|"Der Rosenkavalier"|Stefan Herheim
Un venditore di animali|ALOIS RIEDEL|2015|04|"Der Rosenkavalier" alla Staatsoper Stuttgart|Staatsoper Stuttgart|"Der Rosenkavalier"|Stefan Herheim
Don Belflor|UGO GUAGLIARDO|2015|04|Palermo, Teatro Massimo: "Le Toréador" e "Cavalleria Rusticana"|Palermo, Teatro Massimo|"Le Toréador" e "Cavalleria Rusticana"|Pietro Mascagni,Adolphe Adam
Coraline|LAURA GIORDANO|2015|04|Palermo, Teatro Massimo: "Le Toréador" e "Cavalleria Rusticana"|Palermo, Teatro Massimo|"Le Toréador" e "Cavalleria Rusticana"|Pietro Mascagni,Adolphe Adam
Tracolin|CHRISTOPHER MAGIERA|2015|04|Palermo, Teatro Massimo: "Le Toréador" e "Cavalleria Rusticana"|Palermo, Teatro Massimo|"Le Toréador" e "Cavalleria Rusticana"|Pietro Mascagni,Adolphe Adam
Flauto in scena|ANTONINO SALADINO|2015|04|Palermo, Teatro Massimo: "Le Toréador" e "Cavalleria Rusticana"|Palermo, Teatro Massimo|"Le Toréador" e "Cavalleria Rusticana"|Pietro Mascagni,Adolphe Adam
Alfio|ALBERTO MASTROMARINO|2015|04|Palermo, Teatro Massimo: "Le Toréador" e "Cavalleria Rusticana"|Palermo, Teatro Massimo|"Le Toréador" e "Cavalleria Rusticana"|Pietro Mascagni,Adolphe Adam
Lucia|CHIARA FRACASSO|2015|04|Palermo, Teatro Massimo: "Le Toréador" e "Cavalleria Rusticana"|Palermo, Teatro Massimo|"Le Toréador" e "Cavalleria Rusticana"|Pietro Mascagni,Adolphe Adam
Floria Tosca |NORMA FANTINI|2013|08|"Tosca" a Torre del Lago|Lago|"Tosca" a Torre|Giacomo Puccini   
Mario Cavaradossi |MARCO BERTI|2013|08|"Tosca" a Torre del Lago|Lago|"Tosca" a Torre|Giacomo Puccini   
Il Barone Scarpia |GABRIELE VIVIANI|2013|08|"Tosca" a Torre del Lago|Lago|"Tosca" a Torre|Giacomo Puccini   
Cesare Angelotti |CHOI SEUNG PIL|2013|08|"Tosca" a Torre del Lago|Lago|"Tosca" a Torre|Giacomo Puccini   
Spoletta |MARIO BOLOGNESI|2013|08|"Tosca" a Torre del Lago|Lago|"Tosca" a Torre|Giacomo Puccini   
Il Sagrestano |ANGELO NARDINOCCHI|2013|08|"Tosca" a Torre del Lago|Lago|"Tosca" a Torre|Giacomo Puccini   
Sciarrone |FRANCESCO MUSINO|2013|08|"Tosca" a Torre del Lago|Lago|"Tosca" a Torre|Giacomo Puccini   
Un carceriere |MASSIMILIANO DAMATO|2013|08|"Tosca" a Torre del Lago|Lago|"Tosca" a Torre|Giacomo Puccini   
La Malaspina|KATHARINA KAMMERLOHER|2016|06|Bologna, Teatro Comunale: "Luci mie traditrici" di Salvatore Sciarrino|Bologna, Teatro Comunale|"Luci mie traditrici" di Salvatore Sciarrino|Salvatore Sciarrino
Il Malaspina|OTTO KATZAMEIER|2016|06|Bologna, Teatro Comunale: "Luci mie traditrici" di Salvatore Sciarrino|Bologna, Teatro Comunale|"Luci mie traditrici" di Salvatore Sciarrino|Salvatore Sciarrino
L’Ospite|LENA HASELMANN|2016|06|Bologna, Teatro Comunale: "Luci mie traditrici" di Salvatore Sciarrino|Bologna, Teatro Comunale|"Luci mie traditrici" di Salvatore Sciarrino|Salvatore Sciarrino
Servo|CHRISTIAN OLDENBURG|2016|06|Bologna, Teatro Comunale: "Luci mie traditrici" di Salvatore Sciarrino|Bologna, Teatro Comunale|"Luci mie traditrici" di Salvatore Sciarrino|Salvatore Sciarrino
Octavian|JOYCE DI DONATO|2010|12|Madrid,Teatro Real:"Der Rosenkavalier"|Madrid,Teatro Real|"Der Rosenkavalier"|Richard Strauss
Faninal|LAURENT NAOURI|2010|12|Madrid,Teatro Real:"Der Rosenkavalier"|Madrid,Teatro Real|"Der Rosenkavalier"|Richard Strauss
Sophie|OFELIA SALA|2010|12|Madrid,Teatro Real:"Der Rosenkavalier"|Madrid,Teatro Real|"Der Rosenkavalier"|Richard Strauss
Marianne|INGRID KAISERFELD|2010|12|Madrid,Teatro Real:"Der Rosenkavalier"|Madrid,Teatro Real|"Der Rosenkavalier"|Richard Strauss
Valzacchi|PETER BRONDER|2010|12|Madrid,Teatro Real:"Der Rosenkavalier"|Madrid,Teatro Real|"Der Rosenkavalier"|Richard Strauss
Annina|HELENE SCHNEIDERMAN|2010|12|Madrid,Teatro Real:"Der Rosenkavalier"|Madrid,Teatro Real|"Der Rosenkavalier"|Richard Strauss
Un commissario di polizia|SCOTT WILDE|2010|12|Madrid,Teatro Real:"Der Rosenkavalier"|Madrid,Teatro Real|"Der Rosenkavalier"|Richard Strauss
Maggiordomo della Marescialla|ANGEL RODRIGUEZ|2010|12|Madrid,Teatro Real:"Der Rosenkavalier"|Madrid,Teatro Real|"Der Rosenkavalier"|Richard Strauss
Un notaio|LYNTON BLACK|2010|12|Madrid,Teatro Real:"Der Rosenkavalier"|Madrid,Teatro Real|"Der Rosenkavalier"|Richard Strauss
Locandiere|CHRISTOPH HOMBERGER|2010|12|Madrid,Teatro Real:"Der Rosenkavalier"|Madrid,Teatro Real|"Der Rosenkavalier"|Richard Strauss
Un cantante|ALESSANDRO LIBERATORE|2010|12|Madrid,Teatro Real:"Der Rosenkavalier"|Madrid,Teatro Real|"Der Rosenkavalier"|Richard Strauss
Tre nobili orfane|TETYANA MELNYCHENKO|2010|12|Madrid,Teatro Real:"Der Rosenkavalier"|Madrid,Teatro Real|"Der Rosenkavalier"|Richard Strauss
Una modista|CONSUELO GARRES|2010|12|Madrid,Teatro Real:"Der Rosenkavalier"|Madrid,Teatro Real|"Der Rosenkavalier"|Richard Strauss
Un venditore di animali|HOUARI LOPEZ ALDANA|2010|12|Madrid,Teatro Real:"Der Rosenkavalier"|Madrid,Teatro Real|"Der Rosenkavalier"|Richard Strauss
Quattro Lacchè della Marescialla|GAIZKA GURRUCHAGA|2010|12|Madrid,Teatro Real:"Der Rosenkavalier"|Madrid,Teatro Real|"Der Rosenkavalier"|Richard Strauss
Un domestico|IVO STANCHEV|2010|12|Madrid,Teatro Real:"Der Rosenkavalier"|Madrid,Teatro Real|"Der Rosenkavalier"|Richard Strauss
Carmen|NINO SURGULADZE|2014|10|Teatro Comunale di Sassari: "Carmen"|Teatro Comunale di Sassari|"Carmen"|Georges Bizet
Micaëla|GABRIELLA COSTA|2014|10|Teatro Comunale di Sassari: "Carmen"|Teatro Comunale di Sassari|"Carmen"|Georges Bizet
Frasquita|FRANCESCA TASSINARI|2014|10|Teatro Comunale di Sassari: "Carmen"|Teatro Comunale di Sassari|"Carmen"|Georges Bizet
Mercédès|FRANCESCA PIERPAOLI|2014|10|Teatro Comunale di Sassari: "Carmen"|Teatro Comunale di Sassari|"Carmen"|Georges Bizet
Don José|ORLANDO NIZ|2014|10|Teatro Comunale di Sassari: "Carmen"|Teatro Comunale di Sassari|"Carmen"|Georges Bizet
Escamillo|VALDIS JANSONS|2014|10|Teatro Comunale di Sassari: "Carmen"|Teatro Comunale di Sassari|"Carmen"|Georges Bizet
Il Dancaïre|GREGORY BONFATTI|2014|10|Teatro Comunale di Sassari: "Carmen"|Teatro Comunale di Sassari|"Carmen"|Georges Bizet
Il Remendado|MANUEL PIERATTELLI|2014|10|Teatro Comunale di Sassari: "Carmen"|Teatro Comunale di Sassari|"Carmen"|Georges Bizet
Zuniga|CARMINE MONACO|2014|10|Teatro Comunale di Sassari: "Carmen"|Teatro Comunale di Sassari|"Carmen"|Georges Bizet
Morales|FRANCESCO SOLINAS|2014|10|Teatro Comunale di Sassari: "Carmen"|Teatro Comunale di Sassari|"Carmen"|Georges Bizet
Nabucco|GIOVANNI MEONI|2011|10|Teramo, Teatro Comunale:"Nabucco"|Teramo, Teatro Comunale|"Nabucco"|Giuseppe Verdi
Ismaele|GABRIELE MANGIONE|2011|10|Teramo, Teatro Comunale:"Nabucco"|Teramo, Teatro Comunale|"Nabucco"|Giuseppe Verdi
Zaccaria|ELIA TODISCO|2011|10|Teramo, Teatro Comunale:"Nabucco"|Teramo, Teatro Comunale|"Nabucco"|Giuseppe Verdi
Abigaille|ALESSANDRA REZZA|2011|10|Teramo, Teatro Comunale:"Nabucco"|Teramo, Teatro Comunale|"Nabucco"|Giuseppe Verdi
Anna|ROMINA CASUCCI|2011|10|Teramo, Teatro Comunale:"Nabucco"|Teramo, Teatro Comunale|"Nabucco"|Giuseppe Verdi
Mimì�|MARIA AGRESTA|2012|02|Modena, Teatro Comunale: "La Bohème"|Modena, Teatro Comunale|"La Bohème"|Giacomo Puccini
Musetta|MARIA RADOEVA|2012|02|Modena, Teatro Comunale: "La Bohème"|Modena, Teatro Comunale|"La Bohème"|Giacomo Puccini
Rodolfo|MARCO FRUSONI|2012|02|Modena, Teatro Comunale: "La Bohème"|Modena, Teatro Comunale|"La Bohème"|Giacomo Puccini
Marcello|DANIEL STEFANOV|2012|02|Modena, Teatro Comunale: "La Bohème"|Modena, Teatro Comunale|"La Bohème"|Giacomo Puccini
Schaunard|MATTEO FERRARA|2012|02|Modena, Teatro Comunale: "La Bohème"|Modena, Teatro Comunale|"La Bohème"|Giacomo Puccini
Colline|ALEXANDER NOSSIKOFF|2012|02|Modena, Teatro Comunale: "La Bohème"|Modena, Teatro Comunale|"La Bohème"|Giacomo Puccini
Parpignol|EVTIM BOYANOV|2012|02|Modena, Teatro Comunale: "La Bohème"|Modena, Teatro Comunale|"La Bohème"|Giacomo Puccini
Benoît|STOIL GEORGIEV|2012|02|Modena, Teatro Comunale: "La Bohème"|Modena, Teatro Comunale|"La Bohème"|Giacomo Puccini
Alcindoro|STOIL GEORGIEV|2012|02|Modena, Teatro Comunale: "La Bohème"|Modena, Teatro Comunale|"La Bohème"|Giacomo Puccini
Sergente dei doganieri|ALEXANDER GEORGIEV|2012|02|Modena, Teatro Comunale: "La Bohème"|Modena, Teatro Comunale|"La Bohème"|Giacomo Puccini
Doganiere|VANYO DIMITROV|2012|02|Modena, Teatro Comunale: "La Bohème"|Modena, Teatro Comunale|"La Bohème"|Giacomo Puccini
Macbeth|DARIO SOLARI|2013|02|Bologna, Teatro Comunale: "Macbeth"|Bologna, Teatro Comunale|"Macbeth"|Giuseppe Verdi
Banco|RICCARDO ZANELLATO|2013|02|Bologna, Teatro Comunale: "Macbeth"|Bologna, Teatro Comunale|"Macbeth"|Giuseppe Verdi
Lady Macbeth|JENNIFER LARMORE|2013|02|Bologna, Teatro Comunale: "Macbeth"|Bologna, Teatro Comunale|"Macbeth"|Giuseppe Verdi
Dama|MARIANNA VINCI|2013|02|Bologna, Teatro Comunale: "Macbeth"|Bologna, Teatro Comunale|"Macbeth"|Giuseppe Verdi
Macduff|ROBERTO DE BIASIO|2013|02|Bologna, Teatro Comunale: "Macbeth"|Bologna, Teatro Comunale|"Macbeth"|Giuseppe Verdi
Malcom|GABRIELE MANGIONE|2013|02|Bologna, Teatro Comunale: "Macbeth"|Bologna, Teatro Comunale|"Macbeth"|Giuseppe Verdi
Il Medico|ALESSANDRO SVAB|2013|02|Bologna, Teatro Comunale: "Macbeth"|Bologna, Teatro Comunale|"Macbeth"|Giuseppe Verdi
Un domestico di Macbeth|MICHELE CASTAGNARO|2013|02|Bologna, Teatro Comunale: "Macbeth"|Bologna, Teatro Comunale|"Macbeth"|Giuseppe Verdi
Il sicario|SANDRO PUCCI|2013|02|Bologna, Teatro Comunale: "Macbeth"|Bologna, Teatro Comunale|"Macbeth"|Giuseppe Verdi
L&#8217;araldo|LUCA VISANI|2013|02|Bologna, Teatro Comunale: "Macbeth"|Bologna, Teatro Comunale|"Macbeth"|Giuseppe Verdi
Prima apparizione|MICHELE CASTAGNARO|2013|02|Bologna, Teatro Comunale: "Macbeth"|Bologna, Teatro Comunale|"Macbeth"|Giuseppe Verdi
Seconda apparizione|VALENTINA PUCCI|2013|02|Bologna, Teatro Comunale: "Macbeth"|Bologna, Teatro Comunale|"Macbeth"|Giuseppe Verdi
Terza apparizione|ANNALISA TAFFETANI|2013|02|Bologna, Teatro Comunale: "Macbeth"|Bologna, Teatro Comunale|"Macbeth"|Giuseppe Verdi
Fleanzio|VALENTINA VANDELLI|2013|02|Bologna, Teatro Comunale: "Macbeth"|Bologna, Teatro Comunale|"Macbeth"|Giuseppe Verdi
San Matteo|SIMONE SIBILLANO|2012|09|Debutta a Salerno lOpera musical sulla vita di San Matteo|-|-|-
Gisulfo|GIULIO LIGUORI|2012|09|Debutta a Salerno lOpera musical sulla vita di San Matteo|-|-|-
Il Tempo|NELLO BUONGIORNO|2012|09|Debutta a Salerno lOpera musical sulla vita di San Matteo|-|-|-
Arfaxad e Irtaco|GASPARE DI LAURI|2012|09|Debutta a Salerno lOpera musical sulla vita di San Matteo|-|-|-
Mercantessa, Eufrisinia e Popolana|DIANA CORTELLESSA|2012|09|Debutta a Salerno lOpera musical sulla vita di San Matteo|-|-|-
Mercante, Zoroes e Cantastorie|DARIO RICCARDI|2012|09|Debutta a Salerno lOpera musical sulla vita di San Matteo|-|-|-
Admin e Attanasio|GIORGIO ADAMO|2012|09|Debutta a Salerno lOpera musical sulla vita di San Matteo|-|-|-
Adina e Pelegia|ANGELA CLEMENTE|2012|09|Debutta a Salerno lOpera musical sulla vita di San Matteo|-|-|-
Mercantessa e Ifigenia|VALENTINA RUGGIERO|2012|09|Debutta a Salerno lOpera musical sulla vita di San Matteo|-|-|-
Ancella, Prefica, Cilentana e Cantastorie|ANNARITA VITOLO|2012|09|Debutta a Salerno lOpera musical sulla vita di San Matteo|-|-|-
Mercante, Cilentano e Popolano|TOMMASO FICHELE|2012|09|Debutta a Salerno lOpera musical sulla vita di San Matteo|-|-|-
Elvira, sua nipote e fidanzata|TATIANA SERJAN|2013|12|"Ernani" apre la stagione lirica dell'Opera di Roma|la stagione lirica dell'Opera di Roma|"Ernani"|Giuseppe Verdi
Giovanna, di lei nutrice|SIMGE BUYUKEDES|2013|12|"Ernani" apre la stagione lirica dell'Opera di Roma|la stagione lirica dell'Opera di Roma|"Ernani"|Giuseppe Verdi
Don Riccardo, scudiero del re|ANTONELLO CERON|2013|12|"Ernani" apre la stagione lirica dell'Opera di Roma|la stagione lirica dell'Opera di Roma|"Ernani"|Giuseppe Verdi
Jago, scudiero di Don Ruy Gomez|GIANFRANCO MONTRESOR|2013|12|"Ernani" apre la stagione lirica dell'Opera di Roma|la stagione lirica dell'Opera di Roma|"Ernani"|Giuseppe Verdi
Violetta Valéry|YOLANDA AUYANET|2012|12|Catania, Teatro Bellini:"La Traviata"|Catania, Teatro Bellini|"La Traviata"|Giuseppe Verdi
Flora Bervoix|MONICA MINARELLI|2012|12|Catania, Teatro Bellini:"La Traviata"|Catania, Teatro Bellini|"La Traviata"|Giuseppe Verdi
Annina|PIERA BIVONA|2012|12|Catania, Teatro Bellini:"La Traviata"|Catania, Teatro Bellini|"La Traviata"|Giuseppe Verdi
Alfredo Germont|SHALVA MUKERIA|2012|12|Catania, Teatro Bellini:"La Traviata"|Catania, Teatro Bellini|"La Traviata"|Giuseppe Verdi
Gastone|ALFIO MARLETTA|2012|12|Catania, Teatro Bellini:"La Traviata"|Catania, Teatro Bellini|"La Traviata"|Giuseppe Verdi
Il barone Douphol|SALVO TODARO|2012|12|Catania, Teatro Bellini:"La Traviata"|Catania, Teatro Bellini|"La Traviata"|Giuseppe Verdi
Il dottor Grenvil|MAURIZIO MUSCOLINO|2012|12|Catania, Teatro Bellini:"La Traviata"|Catania, Teatro Bellini|"La Traviata"|Giuseppe Verdi
Il re|EMANUELE CORDARO|2011|12|Una trionfale "Aida" al Teatro Verdi di Pisa|-|-|Giuseppe Verdi
Amneris|LAURA BRIOLI|2011|12|Una trionfale "Aida" al Teatro Verdi di Pisa|-|-|Giuseppe Verdi
Aida|CHIARA ANGELLA|2011|12|Una trionfale "Aida" al Teatro Verdi di Pisa|-|-|Giuseppe Verdi
Radamès|STEFANO LA COLLA|2011|12|Una trionfale "Aida" al Teatro Verdi di Pisa|-|-|Giuseppe Verdi
Ramfis|ABRAMO ROSALEN|2011|12|Una trionfale "Aida" al Teatro Verdi di Pisa|-|-|Giuseppe Verdi
Amonasro|SERGIO BOLOGNA|2011|12|Una trionfale "Aida" al Teatro Verdi di Pisa|-|-|Giuseppe Verdi
Didone|ANNA BONITATIBUS|2012|04|Parigi, Théâtre des Champs Elysées:"La Didone"|Parigi, Théâtre des Champs Elysées|"La Didone"|Francesco Cavalli
Enea|KRESIMIR SPICER|2012|04|Parigi, Théâtre des Champs Elysées:"La Didone"|Parigi, Théâtre des Champs Elysées|"La Didone"|Francesco Cavalli
arba |XAVIER SABATA|2012|04|Parigi, Théâtre des Champs Elysées:"La Didone"|Parigi, Théâtre des Champs Elysées|"La Didone"|Francesco Cavalli
Ecuba|MARIA STEIJFFERT|2012|04|Parigi, Théâtre des Champs Elysées:"La Didone"|Parigi, Théâtre des Champs Elysées|"La Didone"|Francesco Cavalli
Creusa, Giunone, Damigella II, Dama II|TEHILA NENI GOLDSTEIN|2012|04|Parigi, Théâtre des Champs Elysées:"La Didone"|Parigi, Théâtre des Champs Elysées|"La Didone"|Francesco Cavalli
Fortuna, Anna, Dama I|MARIANA REWERSKI|2012|04|Parigi, Théâtre des Champs Elysées:"La Didone"|Parigi, Théâtre des Champs Elysées|"La Didone"|Francesco Cavalli
Venere, Iride, Damigella II|CLAIRE DEBONO|2012|04|Parigi, Théâtre des Champs Elysées:"La Didone"|Parigi, Théâtre des Champs Elysées|"La Didone"|Francesco Cavalli
Ascanio, Amore, Cacciatore|DAMIEN GUILLON / TERRY WEY|2012|04|Parigi, Théâtre des Champs Elysées:"La Didone"|Parigi, Théâtre des Champs Elysées|"La Didone"|Francesco Cavalli
Anchise, Un Vecchio|NICOLAS REVENQ|2012|04|Parigi, Théâtre des Champs Elysées:"La Didone"|Parigi, Théâtre des Champs Elysées|"La Didone"|Francesco Cavalli
Corebo, Eolo, Cacciatore|VALERIO CONTALDO|2012|04|Parigi, Théâtre des Champs Elysées:"La Didone"|Parigi, Théâtre des Champs Elysées|"La Didone"|Francesco Cavalli
Ilioneo, Mercurio|MATHIAS VIDAL|2012|04|Parigi, Théâtre des Champs Elysées:"La Didone"|Parigi, Théâtre des Champs Elysées|"La Didone"|Francesco Cavalli
Acate, Sicheo, Pirro Greco|JOSEPH CORNWELL|2012|04|Parigi, Théâtre des Champs Elysées:"La Didone"|Parigi, Théâtre des Champs Elysées|"La Didone"|Francesco Cavalli
Sinon Greco, Giove, Nettuno, Cacciatore|FRANCISCO JAVIER BORDA|2012|04|Parigi, Théâtre des Champs Elysées:"La Didone"|Parigi, Théâtre des Champs Elysées|"La Didone"|Francesco Cavalli
Gräfin Geschwitz|DEBORAH POLASKI|2012|04|Staatsoper Berlin:"Lulu"|Staatsoper Berlin|"Lulu"|Alban Berg
Ein Gymnasiast �|ANNA LAPKVOSKAJA|2012|04|Staatsoper Berlin:"Lulu"|Staatsoper Berlin|"Lulu"|Alban Berg
Der Neger|STEPHEN RUGAMER|2012|04|Staatsoper Berlin:"Lulu"|Staatsoper Berlin|"Lulu"|Alban Berg
Jack|MICHAEL VOLLE|2012|04|Staatsoper Berlin:"Lulu"|Staatsoper Berlin|"Lulu"|Alban Berg
Alwa|THOMAS PIFKA|2012|04|Staatsoper Berlin:"Lulu"|Staatsoper Berlin|"Lulu"|Alban Berg
Ein Athlet |GEORG NIGL|2012|04|Staatsoper Berlin:"Lulu"|Staatsoper Berlin|"Lulu"|Alban Berg
Schigolch|JURGEN LINN|2012|04|Staatsoper Berlin:"Lulu"|Staatsoper Berlin|"Lulu"|Alban Berg
Der Theaterdirektor|JOHANNES WERNER PREIN|2012|04|Staatsoper Berlin:"Lulu"|Staatsoper Berlin|"Lulu"|Alban Berg
Der Medizinalrat / Der Professor|WOLFGANG HUBSCH|2012|04|Staatsoper Berlin:"Lulu"|Staatsoper Berlin|"Lulu"|Alban Berg
Isolde|CLAUDIA ITEN|2015|11|"Tristan und Isolde" al Teatro Comunale "Pavarotti" di Modena|-|-|-
Kurwenal|JOCHEN KUPFER|2015|11|"Tristan und Isolde" al Teatro Comunale "Pavarotti" di Modena|-|-|-
Melot|JAVID SAMADOV|2015|11|"Tristan und Isolde" al Teatro Comunale "Pavarotti" di Modena|-|-|-
Un pastore / voce di un giovane marinaio|MARTIN PLATZ|2015|11|"Tristan und Isolde" al Teatro Comunale "Pavarotti" di Modena|-|-|-
Un timoniere|ROMANO FRANCI|2015|11|"Tristan und Isolde" al Teatro Comunale "Pavarotti" di Modena|-|-|-
Medora|IRINA LUNGU|2008|11|Festival Verdi 2008: "Il Corsaro"|Festival Verdi 2008|"Il Corsaro"|Giuseppe Verdi
Seid|LUCA SALSI|2008|11|Festival Verdi 2008: "Il Corsaro"|Festival Verdi 2008|"Il Corsaro"|Giuseppe Verdi
Gulnara|SILVIA DALLA BENETTA|2008|11|Festival Verdi 2008: "Il Corsaro"|Festival Verdi 2008|"Il Corsaro"|Giuseppe Verdi
Selimo|GREGORY BONFATTI|2008|11|Festival Verdi 2008: "Il Corsaro"|Festival Verdi 2008|"Il Corsaro"|Giuseppe Verdi
Giovanni|ANDREA PAPI|2008|11|Festival Verdi 2008: "Il Corsaro"|Festival Verdi 2008|"Il Corsaro"|Giuseppe Verdi
Un eunuco/uno schiavo|ANGELO VILLARI|2008|11|Festival Verdi 2008: "Il Corsaro"|Festival Verdi 2008|"Il Corsaro"|Giuseppe Verdi
Crispino|DOMENICO COLAIANNI|2013|08|Martina Franca:"Crispino e la Comare"|Martina Franca|"Crispino e la Comare"|Luigi E Federico Ricci
Annetta|STEFANIA BONFANDELLI|2013|08|Martina Franca:"Crispino e la Comare"|Martina Franca|"Crispino e la Comare"|Luigi E Federico Ricci
La Comare|ROMINA BOSCOLO|2013|08|Martina Franca:"Crispino e la Comare"|Martina Franca|"Crispino e la Comare"|Luigi E Federico Ricci
Contino del Fiore|FABRIZIO PAESANO|2013|08|Martina Franca:"Crispino e la Comare"|Martina Franca|"Crispino e la Comare"|Luigi E Federico Ricci
Fabrizio�|MATTIA OLIVIERI|2013|08|Martina Franca:"Crispino e la Comare"|Martina Franca|"Crispino e la Comare"|Luigi E Federico Ricci
Mirabolano|ALESSANDRO SPINA|2013|08|Martina Franca:"Crispino e la Comare"|Martina Franca|"Crispino e la Comare"|Luigi E Federico Ricci
Asdrubale|CARMINE MONACO|2013|08|Martina Franca:"Crispino e la Comare"|Martina Franca|"Crispino e la Comare"|Luigi E Federico Ricci
Lisetta|LUCIA CONTE|2013|08|Martina Franca:"Crispino e la Comare"|Martina Franca|"Crispino e la Comare"|Luigi E Federico Ricci
Bortolo|FRANCESCO CASTORO|2013|08|Martina Franca:"Crispino e la Comare"|Martina Franca|"Crispino e la Comare"|Luigi E Federico Ricci
Nabucco|CHRISTOPHER ROBERTSON|2013|10|Salerno, Teatro Verdi:"Nabucco"|Salerno, Teatro Verdi|"Nabucco"|Giuseppe Verdi
Ismaele|DOMENICO MENINI|2013|10|Salerno, Teatro Verdi:"Nabucco"|Salerno, Teatro Verdi|"Nabucco"|Giuseppe Verdi
Zaccaria|CARLO COLOMBARA|2013|10|Salerno, Teatro Verdi:"Nabucco"|Salerno, Teatro Verdi|"Nabucco"|Giuseppe Verdi
Abigaille|MARIA GULEGHINA|2013|10|Salerno, Teatro Verdi:"Nabucco"|Salerno, Teatro Verdi|"Nabucco"|Giuseppe Verdi
