GIJS VAN DER LINDEN;Una voce
JENS KIERTZNER;Il cuoco
MARTIN BRTA;Il prete
PETER LONGAUER;Tchekunov
HERV HUYGHUES DESPOINTES;Un forzato ubriaco
GUY DE MEY;Chapkine
MARIO BRAZITZOV;Il fabbro
GIJS VAN DER LINDEN;Kedril
MARTIN;Un forzato (Don Giovanni) JEAN-GABRIEL SAINT-
MARTIN BRTA;Chichkov
PHILIP SHEFFIELD;Tcherevin
IVAN INVERARDI;Sir John Falstaff
FRANCESCO VERNA;Ford
FABRIZIO PAESANO;Fenton
ANDREA GIOVANNINI;Dott. Cajus
ROBERTO JACHINI VIRGILI;Bardolfo
CARMINE MONACO;Pistola
SILVIA DALLA BENETTA;Mrs. Alice Ford
BARBARA BARGNESI;Nannetta
ROMINA BOSCOLO;Mrs. Quickly
LARA ROTILI;Mrs. Meg Page
LAVINIA BINI;Adina
ENEA SCALA;Nemorino
FRANCESCO PAOLO VULTAGGIO;Belcore
BIAGIO PIZZUTI;Dulcamara
DORELA CELA;Giannetta
ALESSANDRO MOR;Assistente di Dulcamara
GIUSEPPE ALTOMARE;Macbeth
GIORGIO GIUSEPPINI;Banco
DIMITRA THEODOSSIOU;Lady Macbeth
VALERIA SEPE;Dama di Lady Macbeth
DARIO DI VIETRI;Macduff
ERNESTO PETTI;Malcolm
RADU PINTILLIE;Medico
PIERO CEFFA;Sicario
CHIARA SILVESTRI;Streghe (mimi) ALESSANDRA BORDINO, BEATRICE BOSSO,
CHRISTOPHER ROBERTSON;Nabucco
DOMENICO MENINI;Ismaele
CARLO COLOMBARA;Zaccaria
MARIA GULEGHINA;Abigaille
EUFEMIA TUFANO;Fenena
CARLO STRIULI;Il gran sacerdote di Belo
NICOLA PAMIO;Abdallo
FRANCESCA PAOLA NATALE;Anna
SIMONE ALBERGHINI;Cardenio
CINZIA FORTE;Eleonora
FRANCESCO MARSIGLIA;Fernando
LEONARDO GALEAZZI;Bartolomeo
MARIANNA VINCI;Marcella
FILIPPO MORACE;Kaidam
KURT STREIT;Tito Vespasiano
VERONIQUE GENS;Vitellia
ANNA BONITATIBUS;Sesto
SIMONA SATUROVA;Servilia
ANNA GREVELIUS;Annio
ALEX ESPOSITO;Publio
LAWRENCE BROWNLEE;Il conte dAlmaviva
ALESSANDRO CORBELLI;Bartolo
SILVIA TRO SANTAFE;Rosina
DALIBOR JENIS;Figaro
ADRIAN SAMPETREAN;Basilio
ELENA BORIN;Berta
GIOVANNI BELLAVIA;Fiorello
RICCARDO SCHIRO;Un ufficiale
WALTER FRACCARO;Otello
ALBERTO GAZALE;Jago
GIULIO PELLIGRA;Cassio
SAVERIO PUGLIESE;Roderigo
ALESSANDRO SPINA;Lodovico
ANTONIO BARBAGALLO;Montano
DARIA MASIERO;Desdemona
RAFFAELLA LUPINACCI;Emilia
LUCA VIANELLO;Un araldo
JAEYOON JUNG;Dormont, tutore
LUDMILLA BAUERFELDT;Giulia, pupilla
VALERIA TORNATORE;Lucilla, sua cugina
MAXIM MIRONOV;Dorvil
MIKHEIL KIRIA;Blansac
PAOLO BORDOGNA;Germano
MARIA BILLERI;Maria de Rudenz
DARIO SOLARI;Corrado Waldorf
IVAN MAGRI;Enrico
GILDA FIUME;Matilde di Wolf
GABRIELE SAGONA;Rambaldo
FRANCESCO CORTINOVIS;Il cancelliere di Rudenz
ANNUNZIATA VESTRI;Rosa Mamai
DMITRY GOLOVNIN;Federico
MARIANGELA SICILIA;Vivetta
STEFANO ANTONUCCI;Baldassarre
VALERIU CARADJA;Metifio
CRISTIAN SAITTA;Marco
RICCARDO ANGELO STRANO;LInnocente
FORM;Orchestra Filarmonica Marchigiana
FRANCESCA DOTTO;Lucrezia Borgia
PAOLO FANALE;Gennaro
MIRCO PALAZZI;Alfonso I dEste
TERESA IERVOLINO;Maffio Orsini
VITTORIO ZAMBON;Jeppo Liverotto
WILIAM CORRO;Don Apostolo Gazella
GABRIELE NANI;Ascanio Petrucci
ORFEO ZANETTI;Oloferno Vitellozzo
ANDREA ZAUPA;Gubetta
MATTEO MEZZARO;Rustighello
MASSIMILIANO CATELLANI;Astolfo
PHILIPPE KAHN;Il Re dEgitto
SONIA GANASSI;Amneris, sua figlia
MICHELE CAPALBO;Aida, schiava etiope
ZORAN TODOROVICH;Radams, capitano delle guardie
OTTAVIO FARIA;Ramfis, capo dei sacerdoti LUIZ-
MARCO DI FELICE;Amonasro, re dEtiopia, padre di Aida
WILFRIED TISSOT;Un messaggero
LUDIVINE GOMBERT;Sacerdotessa
ELIA NICHOLS;Titania /Quince
SUZANNE DA SILVA;Flute / Thisbe
ERIC NICHOLSON;Oberon / Duke
MATIAS ENOCH ENDREK;Lysander /Snug / Lion
FRANCESCO RENZONI;Demetrius / Snout / Wall
CAROLINA GAMINI;Hermia / Prologue
MEGAN DONOVAN;Helena / Starveling / Moonshine
ANDREA BRUNO SAVELLI;Bottom / Pyramus
RODRIGO OCAMPO;Robin
GIAM MARCO NORSE;Indian boy
LEONARDO SAGLIOCCA;Drunken Poet /Winter / Hymen
VERONICA JOO;Second Fairy /Naiade 1 / Spring / Chinese Woman 1
DARIO SHIKIMIRI;Third Fairy / Corydon
CLAUDIA MUNTEAN;Fourth Fairy / Dryade 2 / Juno
SANABRIA;Fifth Fairy / Night / Dryade1 / Attendant to Oberon 1 /Chinese Woman 2 CARLA A.M.
HERNANDEZ;Sixth Fairy / Attendant to Oberon 2 / Autumn SERGIO C.
CHIARA BRUNELLO;Seventh Fairy /Mystery / Naiade 2 / Summer
FLORIANA DAURIA;Secrecy
MARTIN NG;Sleep
FRANCESCO GHELARDINI;Mopsa / Chinese Man
MASSIMILIANO DAMIANI;Attendant to Oberon 3
RODRIGO OCAMPO;Phoebus
MONIQUE HOUBEN;Coro BATRIZ OYRZABAL PINAN,
GREER GRIMSLEY;Wotan
MARKUS BRCK;Donner
RIC FURMAN;Froh
MARK SCHOWALTER;Loge
STEPHANIE BLYTHE;Fricka
WENDY BRYN HARMER;Freia
LUCILLE BEER;Erda
RICHARD PAUL FINK;Alberich
DENNIS PETERSEN;Mime
ANDREA SILVESTRELLI;Fasolt
DANIEL SUMEGI;Fafner
JENNIFER ZETLAN;Woglinde
CECELIA HALL;Wellgunde
RENE TATUM;Flosshilde
STUART SKELTON;Siegmund
ANDREA SILVESTRELLI;Hunding
GREER GRIMSLEY;Wotan
MARGARET JANE WRAY;Sieglinde
ALWYN MELLOR;Brnnhilde
STEPHANIE BLYTHE;Fricka
JESSICA KLEIN;Helmwige
WENDY BRYN HARMER;Gerhilde
TAMARA MANCINI;Ortlinde
SUZANNE HENDRIX;Waltraute
RENE TATUM;Grimgerde
SARAH HELTZEL;Siegrune
CECELIA HALL;Roweie
LURETTA BYBEE;Schwertleite
SIEGFRIED;
STEFAN VINKE;Siegfried
DENNIS PETERSEN;Mime
GREER GRIMSLEY;Wotan
RICHARD PAUL FINK;Alberich
DANIEL SUMEGI;Fafner
JENNIFER ZETLAN;Stimme eines Waldvogels
LUCILLE BEER;Erda
LORI PHILLIPS;Brnnhilde
JC CASIANO;Der Br
STEFAN VINKE;Siegfried
MARKUS BRCK;Gunther
DANIEL SUMEGI;Hagen
RICHARD PAUL FINK;Alberich
LORI PHILLIPS;Brnnhilde
WENDY BRYN HARMER;Gutrune
STEPHANIE BLYTHE;Waltraute/ Zweite Norn
JENNIFER ZETLAN;Woglinde
CECELIA HALL;Wellgunde
RENE TATUM;Flosshilde
LURETTA BYBEE;Erste Norn
MARGARET JANE WRAY;Dritte Norn
JESSICA PRATT;Amina
JOHN OSBORN;Elvino
PAOLO PECCHIOLI;Il Conte Rodolfo
SARA ALLEGRETTA;Teresa
ALESSANDRA MARIANELLI;Lisa
FRANCESCO VERNA;Alessio
RAFFAELE PASTORE;Un notaro
DMITRY KORCHAK;Giacomo V alias Uberto di Snowdon
SIMONE ALBERGHINI;Douglas DAngus
MICHAEL SPYRES;Rodrigo di Dhu
CARMEN ROMEU;Elena
CHIARA AMAR;Malcom Groeme
MARIANGELA SICILIA;Albina
ALESSANDRO LUCIANO;Serano
MARINA REBEKA;Juliette
NINO SURGULADZE;Stphano
SANJA ANASTASIA;Gertrude
FRANCESCO DEMURO;Romo
PAOLO ANTOGNETTI;Tybalt
FRANCESCO PITTARI;Benvolio
MICHAEL BACHTADZE;Mercutio
NICOL CERIANI;Pris
DARIO GIORGEL;Grgorio
ENRICO MARRUCCI;Capulet
GIORGIO GIUSEPPINI;Frre Laurent
DEYAN VATCHKOV;Le Duc de Vrone
GIORGIO MISSERI;Don Eusebio
ELENA TSALLAGOVA;Berenice
ENEA SCALA;Conte Alberto
ROBERTO DE CANDIA;Don Parmenione
VIKTORIA YAROVAYA;Ernestina
PAOLO BORDOGNA;Martino
SUSAN GRAHAM;La Grande-Duchesse
PAUL APPLEBY;Fritz
ANYA MATANOVI;Wanda
KEVIN BURDETTE;Le Gnral Boum
JONATHAN MICHIE;Le Prince Paul
AARON PEGRAM;Le Barone Puck
THEO LEBOW;Npomouc
JARED BYBEE;Le Baron Grog
SISHEL CLAVERIE;Le demoiselles dhonneur SHELLEY JACKSON, JULIA EBNER, SARAH MESKO,
DAN KEMPSON;Le notaire
ARTURO PASTOR;Il Conte di Luna
ROBERTA POZZER;Leonora
CRISTINA MELIS;Azucena
ANGELO VILLARI;Manrico
CHOI SEUNG PIL;Ferrando
SONIA LUBRINI;Ines
MARCO TOMASONI;Ruiz
FRANCESCO LAINO;Un vecchio zingaro
EMILIO ALDI;Un messo
SERGEJ ARTAMONOV;Il Re dEgitto
GIOVANNA CASOLLA;Amneris, sua figlia
DANIELA DESS;Aida, schiava etiope
CARLO VENTRE;Radams, capitano delle guardie
MARDO SPOTTI;Ramfis, capo dei sacerdoti
ALBERTO MASTROMARINO;Amonasro, re dEtiopia, padre di Aida
ELENA ROSSI;Una sacerdotessa
RICCARDO BOTTA;Un messaggero
ALEX ESPOSITO;Mustaf
MARIANGELA SICILIA;Elvira
RAFFAELLA LUPINACCI;Zulma
DAVID LUCIANO;Haly
YIJIE SHI;Lindoro
MARIO CASSI;Taddeo
ANNA GORYACHOVA;Isabella
III RAMON VARGAS;Gustavo
LUCIO GALLO;Anckarstrom (Renato)
KRISTIN LEWIS;Amelia
GRUPPOSO;Ulrica Arvidson SYLVIE BRUNET-
CATHERINE GILLET;Oscar ANNE-
PAUL KONG;Cristiano
NICOLAS COURJAL;Horn
JEAN TEITGEN;Ribbing
IVAN INVERARDI;Nabucco
LUCRECIA GARCIA;Abigaille
VITALIJ KOWALJOW;Zaccaria
LORENZO DECARO;Ismaele
ROSSANA RINALDI;Fenena
ABRAMO ROSALEN;Gran Sacerdote di Belo
CRISTIANO OLIVIERI;Abdallo
FRANCESCA MICARELLI;Anna
SAIMIR PIRGU;Il Duca di Mantova
LEO NUCCI;Rigoletto
ALEKSANDRA KURZAK;Gilda
ANDREA MASTRONI;Sparafucile
ANNA MALAVASI;Maddalena
MILENA JOSIPOVIC;Giovanna
ABRAMO ROSALEN;Il Conte di Monterone
MARCO CAMASTRA;Marullo
SAVERIO FIORE;Matteo Borsa
DARIO GIORGEL;Il Conte di Ceprano
FRANCESCA MICARELLI;La Contessa di Ceprano
VICTOR GARCIA SERRA;Usciere di corte
IRENE FAVRO;Paggio della Duchessa
LANA KOS;Violetta Valry
CHIARA FRACASSO;Flora Bervoix
ALICE MARINI;Annina
GIANLUCA TERRANOVA;Alfredo Germont
DAVIT BABAYANTS;Giorgio Germont
STEFANO CONSOLINI;Gastone di Letorires
FEDERICO LONGHI;Barone Douphol
DARIO GIORGEL;Marchese dObigny
VICTOR GARCIA SIERRA;Dottor Grenvil
CRISTIANO OLIVIERI;Giuseppe
ANDREA CORTESE;Domestico/Commissionario
NICOLA ALAIMO;Guillaume Tell
JUAN DIEGO FLREZ;Arnold Melcthal
SIMON ORFILA;Walter Furst
SIMONE ALBERGHINI;Melcthal
AMANDA FORSYTHE;Jemmy
LUCA TITTOTO;Gesler
ALESSANDRO LUCIANO;Rodolphe
CELSO ALBELO;Ruodi, pcheur
WOJTEK GIERLACH;Leuthold / Un Chasseur
MARINA REBEKA;Mathilde
VERONICA SIMEONI;Hedwige
MARTINA SERAFIN;Tosca
ALFRED KIM;Mario Cavaradossi
CLAUDIO SGURA;Il Barone Scarpia
ALESSANDRO GUERZONI;Angelotti
PAOLO MARIA ORECCHIA;Sagrestano
ANTONELLO CERON;Spoletta
FRANCESCO VERNA;Sciarrone
ALESSANDRO FABBRI;Carceriere
MARINA BUCCIARELLI;Euridice
ROBERTO COVATTA;Plutone-Aristeo
LEONARDO GALEAZZI;Giove
BLAGOJ NACOSKI;Orfeo
ANTONIO PANNUNZIO;John Styx
SAVERIO BAMBI;Mercurio
SIMONE ALBERTI;Marte
ROMINA CASUCCI;Diana
ROMINA TOMASONI;Opinione pubblica
ARIANNA DONADELLI;Venere
IRENE FAVRO;Cupido
IRENE MOLINARI;Giunone
JESSICA PRATT;Giovanna
FRANOIS BORRAS;Carlo VII JEAN-
JULIAN KIM;Giacomo
ROBERTO CERVELLERA;Delil
EMANUELE CORDARO;Talbot
DOMENICO COLAIANNI;Crispino
STEFANIA BONFANDELLI;Annetta
ROMINA BOSCOLO;La Comare
FABRIZIO PAESANO;Contino del Fiore
MATTIA OLIVIERI;Fabrizio
ALESSANDRO SPINA;Mirabolano
CARMINE MONACO;Asdrubale
LUCIA CONTE;Lisetta
FRANCESCO CASTORO;Bortolo
NORMA FANTINI;Floria Tosca
MARCO BERTI;Mario Cavaradossi
GABRIELE VIVIANI;Il Barone Scarpia
CHOI SEUNG PIL;Cesare Angelotti
MARIO BOLOGNESI;Spoletta
ANGELO NARDINOCCHI;Il Sagrestano
FRANCESCO MUSINO;Sciarrone
MASSIMILIANO DAMATO;Un carceriere
ELEONORA RONCONI;Un pastore
SIMONE PIAZZOLA;Il Conte di Luna
SUSANNA BRANCHINI;Leonora
ENKELEJDA SHKOSA;Azucena
AQUILES MACHADO;Manrico
LUCIANO MONTANARO;Ferrando
ROSANNA LO GRECO;Ines
ENRICO COSSUTTA;Ruiz
ALESSANDRO PUCCI;Un messo
GIAMPIERO CICINO;Ciaccone
CANDIDA GUIDA;Foresto
FILOMENA DIODATI;Delfina
ALESSIA MARTINA;Laurina
RICCARDO GAGLIARDI;Lupino
FEDERICA CARNEVALE;Silvio
CAROLINA LIPPO;Cintia
LIANA GHAZARYAN;Soprano
SARA NASTOS;Contralto
MARCO RIGAMONTI;Carlo
GLORIA DORLIGUZZO;Maria
RICCARDO CALIA;Fabrizio
MARCELO LVAREZ;Riccardo
ZELJKO LUCIC;Renato
SONDRA RADVANOVSKY;Amelia
MARIANNE CORNETTI;Ulrica
SERENA GAMBERONI;Oscar
ALESSIO ARDUINI;Silvano
FERNANDO RADO;Samuel
SIMON LIM;Tom
ANDRZEJ GLOWIENKA;Un giudice
GIUSEPPE BELLANCA;Un servo dAmelia
GIOVANNA CASOLLA;La principessa Turandot
SALVATORE DAGATA;Limperatore Altoum
CARLO STRIULI;Timur
ANGELO FIORE;Il principe ignoto (Calaf)
ALIDA BERTI;Li
GIOVANNI GUAGLIARDO;Ping
NICOLA PAMIO;Pang
FRANCESCO PITTARI;Pong
ANGELO NARDINOCCHI;Un mandarino
ATSUKO KOYAMA;Prima ancella
VALENTINA BOI;Seconda ancella
GREGORY KUNDE;Otello
LUCIO GALLO;Jago
FRANCESCO MARSIGLIA;Cassio
ANTONELLO CERON;Roderigo
MATTIA DENTI;Lodovico
MATTEO FERRARA;Montano
ANTONIO CASAGRANDE;Un araldo
CARMELA REMIGIO;Desdemona
ELISABETTA MARTORANA;Emilia
MARINA BUCCIARELLI;Euridice
ROBERTO COVATTA;Plutone-Aristeo
LEONARDO GALEAZZI;Giove
BLAGOJ NACOSKI;Orfeo
ANTONIO PANNUNZIO;John Styx
SAVERIO BAMBI;Mercurio
SIMONE ALBERTI;Marte
ROMINA CASUCCI;Diana
ROMINA TOMASONI;Opinione pubblica
ARIANNA DONADELLI;Venere
IRENE FAVRO;Cupido
IRENE MOLINARI;Giunone
CARMELO CORRADO CARUSO;Nabucco
GIUSEPPE VENEZIANO;Ismaele
CHRISTIAN FARAVELLI;Zaccaria
ALESSANDRA REZZA;Abigaille
SARA PALANA;Fenena
FULVIO VALENTI;il Gran Sacerdote di Belo
ALFREDO RUSCICA;Abdallo
LIDIA LUNETTA;Anna
STEPHEN MILLING;Daland, navigatore norvegese
ANN PETERSEN;Senta, sua figlia
ENDRICK WOTTRICK;Erik, cacciatore
ANGE TODOROVITCH;Mary, nutrice di Senta MARIE-
EGILS SILLINS;LOlandese
STEVE DAVISLIM;Il timoniere di Daland
JENISH YSMANOV;Il Duca di Mantova
IGOR GOLOVATENKO;Rigoletto
ROSA FEOLA;Gilda
GIANLUCA BURATTO;Sparafucile
ANNUNZIATA VESTRI;Maddalena
ANNUNZIATA VESTRI;Giovanna
FABRIZIO BEGGI;Il Conte di Monterone
FILIPPO BALESTRA;Marullo
ENRICO SALSI;Borsa
ALESSIO BIANCHINI;Il Conte di Ceprano
SIMONA MARCELLO;La Contessa
GIAN PIERO BARATTERO;Usciere di Corte
SIMONA PASINO;Paggio della Duchessa
ALEKSANDRA KURZAK;Violetta Valry
FRANCESCO MELI;Alfredo Germont
CHIARA FRACASSO;Flora Bervoix
DARIO GIORGELE;Marchese dObigny
NICOLO CERIANI;Barone Douphol
GIANLUCA BREDA;Dottor Grenvil
CARLO BOSI;Gastone di Letorires
MARCO VRATOGNA;Rigoletto
SONYA YONCHEVA;Gilda
VITTORIO GRIGOLO;Il Duca di Mantova
MARCO CAMASTRA;Marullo
CARLO BOSI;Matteo Borsa
DARIO GIORGELE;Il Conte di Ceprano
ABRAMO ROSALEN;Monterone
STEFANIA ABBONDI;Paggio della Duchessa
VICTOR GARCIA SIERRA;Un uscire di corte
HUI HE;Leonora
DANIELA BARCELLONA;Azucena
CARLO VENTRE;Manrico
ARTUR RUCINSKI;Il Conte di Luna
PAOLO ANTOGNETTI;Ruiz
MONZON;Cassandre / Didon / Le spectre de Cassandre BEATRICE URIA-
MARIE KALININE;Ascagne
CLEMENTINE MARGAINE;Anna
MARGUERITE WESTER;Hcube /Polyxne ANNE-
ROBERTO ALAGNA;Ene
MARC BARRARD;Chorbe /Le spectre de Chorbe
ALEXANDRE DUHAMEL;Panthe /Mercure
NICOLAS COURJAL;Narbal / Priam /Ombre dHector/ Spectre de Priam
GREGORY WARREN;Iopas /Hylas
BERNARD IMBERT;Un chef grec / 1re sentinelle
ANTOINE GARCIN;Prtre de Pluton / 2me sentinelle
WILFRIED TISSOT;Helenus
PIERO PRETTI;Riccardo
GABRIELE VIVIANI;Renato
OKSANA DYKA;Amelia
MARINA PRUDENSKAYA;Ulrica
PATRIZIA CIOFI;Oscar
ALESSIO ARDUINI;Silvano
FERNANDO RADO;Samuel
SIMON LIM;Tom
ANDRZEJ GLOWIENKA;Un giudice
GIUSEPPE BELLANCA;Un servo dAmelia
JORGE LAGUNES;Il conte di Luna
JOANNA PARIS;Leonora
EDINEIA DE OLIVEIRAS;Azucena
WALTER FRACCARO;Manrico
RUBN AMORETTI;Ferrando
SANDRA MALIK;Ines
GILBERTO AMARO;Ruiz
ROBERTO AZNAR;Un vecchio zingaro
ALEJANDRO RAMIREZ CORENO;Un messo
ORLIN ANASTASSOV;Attila
VENTESLAV ANASTASOV;Ezio
ANNA MARKAROVA;Odabella
LIKE XING;Foresto
ANTONELLO CERON;Uldino
GABRIELE SAGONA;Leone
BOGDAN MIHAI;Don Ramiro
ANDRE MORSCH;Dandini
ENZO CAPUANO;Don Magnifico
CATRIONA SMITH;Clorinda
MARIA TERESA ULLRICH;Tisbe
DIANA HALLER;Angelina
ADAM PALKA;Alidoro
ARTUR RUCINSKI;Il Conte di Luna
HUI HE;Leonora
ANNA SMIRNOVA;Azucena
CARLO VENTRE;Manrico
ROBERTO TAGLIAVINI;Ferrando
ELENA BORIN;Ines
PAOLO ANTOGNETTI;Ruiz
VICTOR GARCIA SIERRA;Un vecchio zingaro
CRISTIANO OLIVIERI;Un messo
JESSICA NUCCIO;Adina
IVAN MAGR;Nemorino
VITO PRIANTE;Belcore
SIMONE ALBERGHINI;Dulcamara
ANNIE ROSEN;Giannetta
MARIO BRANCACCIO;Assistente di Dulcamara (mimo)
ANNA PIROZZI;Santuzza
ANNALISA STROPPA;Lola
KAMEN CHANEV;Turiddu
CLAUDIO SGURA;Alfio
ELENA ZILIO;Mamma Lucia
LAURA POLVERELLI;Elisabetta I, regina dInghilterra
MARIELLA DEVIA;Maria Stuarda, regina di Scozia
SHALVA MUKERIA;Roberto, Conte di Leicester
GIANLUCA BURATTO;Giorgio Talbot
VITTORIO PRATO;Lord Guglielmo Cecil
DIANA MIAN;Anna Kennedy
MONZON;Cloptre BATRICE URIA-
KIMY MCLAREN;Octavie
ANTOINETTE DENNEFELD;Charmion
FRANOIS LAPOINTE;Marc Antoine JEAN-
LUCA LOMBARDO;Spakos
PHILIPPE ERMELIER;Ennius
BERNARD IMBERT;Amnhs
MARIE DELPAS;Svrus JEAN-
LUCA SALSI;Macbeth
MARCO SPOTTI;Banco
TATIANA SERJAN;Lady Macbeth
ELENA BORIN;Dama della Lady
SAIMIR PIRGU;Macduff
ANTONIO CORIAN;Malcolm
GIANLUCA MARGHERI;Un medico
ALESSANDRO CALAMAI;Un domestico
CARLO DI CRISTOFORO;Un sicario
GIOVANNI MAZZEI;Prima apparizione
SARA SAYAD NIK;Seconda apparizione
LORENZO CARRIERI;Terza apparizione
AMBROGIO MAESTRI;Nabucco
TATIANA MELNYCHENKO;Abigaille
CARLO COLOMBARA;Zaccaria
STEFANO SECCO;Ismaele
ANNA MALAVASI;Fenena
FRANCESCO PALMIERI;Gran Sacerdote di Belo
LUCA CASALIN;Abdallo
MARIA LETIZIA GROSSELLI;Anna
DANIELA PINI;Isabella
ANTONINO SIRAGUSA;Lindoro
CARLO LEPORE;Mustaf
LINDA CAMPANELLA;Elvira
ROBERTO DE CANDIA;Taddeo
FEDERICO LONGHI;Haly
ALESSIA NADIN;Zulma
ROSA FEOLA;Norina
DANIELE ZANFARDINO;Ernesto
ANDREA CONCETTI;Don Pasquale
ALESSANDRO LUONGO;Dottor Malatesta
GIORGIO GATTI;Un notaro
DSIRE RANCATORE;Adina
FRANCESCO MELI;Nemorino
FABIO MARIA CAPITANUCCI;Belcore
NICOLA ULIVIERI;Dulcamara
ANNIE ROSEN;Giannetta
MARIO BRANCACCIO;Assistente di Dulcamara (mimo)
LANA KOS;Violetta Valry
SANJA ANASTASIA;Flora Bervoix
TEONA DVALI;Annina
JOHN OSBORN;Alfredo Germont
ROBERTO FRONTALI;Giorgio Germont
CARLO BOSI;Gastone di Letorires
NICOL CERIANI;Barona Duphol
PAOLO ORECCHIA;Marchese dObigny
GIANLUCA BREDA;Dottor Grenvil
ANTONIO FELTRACCO;Giuseppe
ANDREA CORTESE;Domestico/Commissionario
AMARILLI NIZZA;Cio-Cio-San
ANDEKA GORROTXATEGUI;F. B. Pinkerton
JULIE MELLOR;Kate Pinkerton
VLADIMIR STOYANOV;Sharpless
MANUELA CUSTER;Suzuki
NICOLA PAMIO;Goro
RICCARDO FERRARI;Zio Bonzo
WILLIAM CORR;Il principe Yamadori
CIRO PASSILONGO;Yakusid
EMANUELE PEDRINI;Il commissario imperiale
ENZO BORGHETTI;Lufficiale del registro
MISUZU OZAWA;La madre di Cio-Cio-San
MARTA CODOGNOLA;La zia
SABRINA MAZZAMUTO;La cugina
PETER SCHNE;Il Re di Scozia
MYRT PAPATANASIU;Ginevra
MARIO ZEFFIRI;Polinesso
ANNA BONITATIBUS;Ariodante
STEFANIE IRNYI;Lurcanio
MAGDALENA HINTERDOBLER;Dalinda
MARKO CILIC;Vafrino
VIRGIL MISCHOK;Il Gran Solitario di Scozia
FABRIZIO PAESANO;Il Duca di Mantova
STEFANO ANTONUCCI;Rigoletto
MARIANGELA SICILIA;Gilda
EMANUELE CORDARO;Sparafucile
MARIANNA VINCI;Maddalena
OLGA PODGORNAYA;Giovanna
GIANFRANCO CAPPELLUTI;Conte di Monterone
ANTONIO MUSERRA;Marullo
RAFFAELE PASTORE;Matteo Borsa
ROCCO CAVALLUZZI;Conte di Ceprano
TERESA CARICOLA;Contessa di Ceprano
CARLO PROVENZANO;Usciere
CATERINA DANIELE;Paggio
ELLEN NESI;Farnace MARY-
DELPHINE GALOU;Berenice
SONIA PRINA;Tamiri
LORIANA CASTELLANO;Selinda
EMANUELE DAGUANNO;Pompeo
ROBERTA MAMELI;Gilade
MAGNUS STAVELAND;Aquilio
DARIO SHIKHMIRI;Coro
CARLO RICCIOLI;Attori CARMELO GALATI,
SERENA MALFI;Didone o Elissa, regina di Cartagine
KIANDRA HOWARTH;Belinda, dama di compagnia
LAURA CATRANI;Seconda donna
ALDA CAIELLO;La maga
JACQUES IMBRAILO;Enea, principe troiano
ELEONORA DE LA PEA;Prima strega
BENEDETTA MAZZUCCATO;Seconda strega
RICCARDO ANGELO STRANO;Uno spirito, sotto forma di Mercurio
RICCARDO PISANI;Un marinaio
VLADISLAV SULIMSKIJ;Evgenij Onegin
RADOSTINA NIKOLAEVA;Tatjana, figlia di Larina
ALEKSEY TATARINTSEV;Vladimir Lenskij
IRYNA ZHYTYNSKA;Olga, figlia di Larina
ALEKSANDR VINOGRADOV;Il principe Gremin
MARIE MCLAUGHLIN;La vedova Larina
CARLO BOSI;Triquet
ELENA SOMMER;La njanja Filippevna
SCOTT JOHNSON;Zareckij
VLADIMIR JURLIN;Un capitano della guardia
ANDREA FRISANO;Guillot (mimo)
VERONICA MORELLO;La giovane Tatjana (mimo)
GIUSEPPE CANNIZZO;Il giovane Onegin (mimo)
PLACIDO DOMINGO/VLADIMIR STOYANOV;Nabucco
SUN XIUWEI/ANNA PIROZZI;Abigaille
LIANG LI/KRISTINN SIGMUNDSSON;Zaccharia
JIN ZHENGJIAN/LUCIANO GANCI;Ismaele
YANG GUANG/HAO JUNHUA;Fenena
ZHAO MING;Gran Sacerdote di Belo
LIU NAIQUI;Abdallo
ZHANG JING;Anna
NCPA;Orchestra e Coro del
LUCA DALLAMICO;Il Conte di Almaviva
GIACINTA NICOTRA;La Contessa di Almaviva
GIULIA BOLCATO;Susanna
FILIPPO MORACE;Figaro
MARGHERITA SETTIMO;Cherubino
CANDIDA GUIDA;Marcellina
CLAUDIO LEVANTINO;Bartolo
GIAN LUCA ZOCCATELLI;Basilio / Don Curzio
MINNI DIODATI;Barbarina
ALBERTO SPADAROTTO;Antonio
ROBERTO TAGLIAVINI;Il Re dEgitto
GIOVANNA CASOLLA;Amneris, sua figlia
HUI HE;Aida, schiava etiope
FABIO SARTORI;Radams, capitano delle guardie
ADRIAN SAMPETREAN;Ramfis, capo dei sacerdoti
AMBROGIO MAESTRI;Amonasro, re dEtiopia, padre di Aida
ELENA ROSSI;Una sacerdotessa
CARLO BOSI;Un messaggero
FRANCESCO MELI;Riccardo
DMITRI HVOROSTOVSKY;Renato
LIUDMYLA MONASTYRSKA;Amelia
DOLORA ZAJICK;Ulrica
LAURA GIORDANO;Oscar
MASSIMO SIMEOLI;Silvano
CARLO CIGNI;Samuel e Tom RICCARDO ZANELLATO,
CARLO NAPOLETANI;Un giudice
MAURIZIO TREMENTINI;Un servo di Amelia
YOLANDA AUYANET;Lirope
CLARA MOURIZ;Cfiro
BEATRIZ DAZ;Amor
RUTH GONZLEZ;Delfa
GUSTAVO DE GENNARO;Marsias
MERCEDES ARCURI;Ninfa
LANCE RYAN;Siegfried
GERD GROCHOWSKI;Gunther
JOHANNES MARTIN KRNZLE;Alberich
MIKHAIL PETRENKO;Hagen
IRNE THEORIN;Brnnhilde
