DANIELA VALDENASSI|Kate Pinkerton e La madre di Cio-cio-san,MADAMA BUTTERFLY|Torino, Teatro Regio, stagione dopera 2013-2014
LORENZO BATTAGION|Lo zio Yakusid,MADAMA BUTTERFLY|Torino, Teatro Regio, stagione dopera 2013-2014
MARCO TOGNOZZI|Lufficiale del registro,MADAMA BUTTERFLY|Torino, Teatro Regio, stagione dopera 2013-2014
RITA LA VECCHIA|La zia,MADAMA BUTTERFLY|Torino, Teatro Regio, stagione dopera 2013-2014
LAURA LANFRANCHI|La cugina,MADAMA BUTTERFLY|Torino, Teatro Regio, stagione dopera 2013-2014
EDOARDO GASPARELLA|Il figlio di Butterfly (mimo),MADAMA BUTTERFLY|Torino, Teatro Regio, stagione dopera 2013-2014
MIRCO PALAZZI|Mustaf,LITALIANA IN ALGERI|Verona, Teatro Filarmonico  Stagione Opera e Balletto 2013/2014
ALIDA BERTI|Elvira,LITALIANA IN ALGERI|Verona, Teatro Filarmonico  Stagione Opera e Balletto 2013/2014
ALESSIA NADIN|Zulma,LITALIANA IN ALGERI|Verona, Teatro Filarmonico  Stagione Opera e Balletto 2013/2014
FEDERICO LONGHI|Haly,LITALIANA IN ALGERI|Verona, Teatro Filarmonico  Stagione Opera e Balletto 2013/2014
DANIELE ZANFARDINO|Lindoro,LITALIANA IN ALGERI|Verona, Teatro Filarmonico  Stagione Opera e Balletto 2013/2014
MARINA DE LISO|Isabella,LITALIANA IN ALGERI|Verona, Teatro Filarmonico  Stagione Opera e Balletto 2013/2014
FILIPPO FONTANA|Taddeo,LITALIANA IN ALGERI|Verona, Teatro Filarmonico  Stagione Opera e Balletto 2013/2014
ALEKSANDR VINOGRADOV|Sarastro,DIE ZAUBERFLTE|Torino, Teatro Regio, stagione lirica 2013/2014
OLGA PUDOVA|Knigin der Nacht,DIE ZAUBERFLTE|Torino, Teatro Regio, stagione lirica 2013/2014
GIORGIO BERRUGI|Tamino,DIE ZAUBERFLTE|Torino, Teatro Regio, stagione lirica 2013/2014
MARIA GRAZIA SCHIAVO|Pamina,DIE ZAUBERFLTE|Torino, Teatro Regio, stagione lirica 2013/2014
MARKUS WERBA|Papageno,DIE ZAUBERFLTE|Torino, Teatro Regio, stagione lirica 2013/2014
LAURA CATRANI|Papagena,DIE ZAUBERFLTE|Torino, Teatro Regio, stagione lirica 2013/2014
TALIA OR|Erste Dame,DIE ZAUBERFLTE|Torino, Teatro Regio, stagione lirica 2013/2014
ALESSIA NADIN|Zweite Dame,DIE ZAUBERFLTE|Torino, Teatro Regio, stagione lirica 2013/2014
EVA VOGEL|Dritte Dame,DIE ZAUBERFLTE|Torino, Teatro Regio, stagione lirica 2013/2014
ALEXANDER KAIMBACHER|Monostatos,DIE ZAUBERFLTE|Torino, Teatro Regio, stagione lirica 2013/2014
RYAN MILSTEAD|Sprecher,DIE ZAUBERFLTE|Torino, Teatro Regio, stagione lirica 2013/2014
ESTHER ZAGLIA|Erster Knabe,DIE ZAUBERFLTE|Torino, Teatro Regio, stagione lirica 2013/2014
ELENA SCAMUZZI|Zweiter Knabe,DIE ZAUBERFLTE|Torino, Teatro Regio, stagione lirica 2013/2014
GIULIA MORETTO|Dritte Knabe,DIE ZAUBERFLTE|Torino, Teatro Regio, stagione lirica 2013/2014
KLAUS KUTTLER|Erster Priester / Zweiter Geharnischter,DIE ZAUBERFLTE|Torino, Teatro Regio, stagione lirica 2013/2014
DARIO PROLA|Zweiter Priester / Erster Geharnischter,DIE ZAUBERFLTE|Torino, Teatro Regio, stagione lirica 2013/2014
SERENA DAOLIO|Nedda / Colombina,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
RUBENS PELIZZARI|Canio / Pagliaccio,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
ELIA FABBIAN|Tonio / Taddeo,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
DAVIDE GIUSTI|Beppe / Arlecchino,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
MARCELLO ROSIELLO|Silvio,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
ALESSANDRO BIANCHINI|Un Contadino,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
DEMETRIO RABBITO|Un altro Contadino,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
GIANNI SCHICCHI|,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
ELIA FABBIAN|Gianni Schicchi,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
EKATERINA SADOVNIKOVA|Lauretta,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
SILVIA BELTRAMI|Zita,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
DAVIDE GIUSTI|Rinuccio,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
MATTEO MEZZARO|Gherardo,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
ELEONORA CONTUCCI|Nella,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
GIANLUCA MARGHERI|Betto di Signa,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
MATTEO FERRARA|Simone,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
MARCELLO ROSIELLO|Marco,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
ROMINA BOSCOLO|La Ciesca,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
STEFANO RINALDI MILIANI|Maestro Spinelloccio,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
STEFANO RINALDI MILIANI|Ser Amantio di Nicolao,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
MATTEO MAZZOLI|Pinellino, calzolaio,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
ROMANO DAL ZOVO|Guccio, tintore,PAGLIACCI|Parma, Teatro Regio, Stagione Lirica 2014
AGATA BIENKOWSKA|Carmen,CARMEN|Fano, Opera Festival, Stagione lirica 2014
DARIO DI VIETRI|Don Jos,CARMEN|Fano, Opera Festival, Stagione lirica 2014
OMAR KAMATA|Escamillo,CARMEN|Fano, Opera Festival, Stagione lirica 2014
VALERIA ESPOSITO|Micaela,CARMEN|Fano, Opera Festival, Stagione lirica 2014
FRANCO ROSSI|Zuniga,CARMEN|Fano, Opera Festival, Stagione lirica 2014
ANDREA VINCENZO BONSIGNORE|Morales,CARMEN|Fano, Opera Festival, Stagione lirica 2014
GIAMPIERO CICINO|Il Dancario,CARMEN|Fano, Opera Festival, Stagione lirica 2014
ANDREA SCHIFAUDO|Il remendado,CARMEN|Fano, Opera Festival, Stagione lirica 2014
PAOLA SANTUCCI|Frasquita,CARMEN|Fano, Opera Festival, Stagione lirica 2014
LARA ROTILI|Mercedes,CARMEN|Fano, Opera Festival, Stagione lirica 2014
DAVID FERRI DUR|Dormont,LA SCALA DI SETA|Teatro Malibran, Stagione Lirica del Teatro La Fenice 2013/14
IRINA DUBROVSKAYA|Giulia,LA SCALA DI SETA|Teatro Malibran, Stagione Lirica del Teatro La Fenice 2013/14
PAOLA GARDINA|Lucilla,LA SCALA DI SETA|Teatro Malibran, Stagione Lirica del Teatro La Fenice 2013/14
GIORGIO MISSERI|Dorvil,LA SCALA DI SETA|Teatro Malibran, Stagione Lirica del Teatro La Fenice 2013/14
CLAUDIO LEVANTINO|Blansac,LA SCALA DI SETA|Teatro Malibran, Stagione Lirica del Teatro La Fenice 2013/14
OMAR MONTANARI|Germano,LA SCALA DI SETA|Teatro Malibran, Stagione Lirica del Teatro La Fenice 2013/14
SIMONE ALAIMO|Don Pasquale,DON PASQUALE|Verona, Teatro Filarmonico  Stagione Opera e Balletto 2013/2014
MARIO CASSI|Dottor Malatesta,DON PASQUALE|Verona, Teatro Filarmonico  Stagione Opera e Balletto 2013/2014
FRANCESCO DEMURO|Ernesto,DON PASQUALE|Verona, Teatro Filarmonico  Stagione Opera e Balletto 2013/2014
IRINA LUNGU|Norina,DON PASQUALE|Verona, Teatro Filarmonico  Stagione Opera e Balletto 2013/2014
ANTONIO FELTRACCO|Un notaro,DON PASQUALE|Verona, Teatro Filarmonico  Stagione Opera e Balletto 2013/2014
MONZON|Lonor de Guzman BATRICE URIA-,LA FAVORITE|Monte-Carlo, Auditorium Ranieri III
JUAN DIEGO FLREZ|Fernand,LA FAVORITE|Monte-Carlo, Auditorium Ranieri III
FRANOIS LAPOINTE|Alphonse XI JEAN-,LA FAVORITE|Monte-Carlo, Auditorium Ranieri III
NICOLAS CAVALLIER|Balthazar,LA FAVORITE|Monte-Carlo, Auditorium Ranieri III
ALAIN GABRIEL|Don Gaspar,LA FAVORITE|Monte-Carlo, Auditorium Ranieri III
JULIA NOVIKOVA|Ins,LA FAVORITE|Monte-Carlo, Auditorium Ranieri III
PASQUALE FERRARO|Un Seigneur,LA FAVORITE|Monte-Carlo, Auditorium Ranieri III
FRANCESCO MELI|Ernani (don Giovanni DAragona), il bandito,ERNANI|Teatro dellOpera di Roma, Stagione di Opere e Balletti 2013/2014  Spettacolo inaugurale
LUCA SALSI|Don Carlo, re di Spagna,ERNANI|Teatro dellOpera di Roma, Stagione di Opere e Balletti 2013/2014  Spettacolo inaugurale
ILDAR ABDRAZAKOV|Don Ruy Gomez de Silva, Grande di Spagna,ERNANI|Teatro dellOpera di Roma, Stagione di Opere e Balletti 2013/2014  Spettacolo inaugurale
ANNA PIROZZI|Elvira, sua nipote e fidanzata,ERNANI|Teatro dellOpera di Roma, Stagione di Opere e Balletti 2013/2014  Spettacolo inaugurale
SIMGE BYKEDES|Giovanna, di lei nutrice,ERNANI|Teatro dellOpera di Roma, Stagione di Opere e Balletti 2013/2014  Spettacolo inaugurale
ANTONELLO CERON|Don Riccardo, scudiero del re,ERNANI|Teatro dellOpera di Roma, Stagione di Opere e Balletti 2013/2014  Spettacolo inaugurale
GIANFRANCO MONTRESOR|Jago, scudiero di Don Ruy Gomez,ERNANI|Teatro dellOpera di Roma, Stagione di Opere e Balletti 2013/2014  Spettacolo inaugurale
WOJTEK SMILEK|Lord Gualtiero Valton, governatore puritano,I PURITANI|Parigi, Opra Bastille, Stagione lirica 2013-2014
MICHELE PERTUSI|Sir Giorgio Valton, suo fratello,I PURITANI|Parigi, Opra Bastille, Stagione lirica 2013-2014
DMITRI KORCHAK|Lord Arturo Talbot, cavaliere,I PURITANI|Parigi, Opra Bastille, Stagione lirica 2013-2014
MARIUSZ KWIECIEN|Sir Riccardo Forth, puritano,I PURITANI|Parigi, Opra Bastille, Stagione lirica 2013-2014
DMITRI KORCHAK|Lord Arturo Talbot,I PURITANI|Parigi, Opra Bastille, Stagione lirica 2013-2014
MARIUSZ KWIECIEN|Sir Riccardo Forth,I PURITANI|Parigi, Opra Bastille, Stagione lirica 2013-2014
LUCA LOMBARDO|Sir Bruno Robertson,I PURITANI|Parigi, Opra Bastille, Stagione lirica 2013-2014
MARIA AGRESTA|Lady Elvira Valton, figlia di Gualtiero,I PURITANI|Parigi, Opra Bastille, Stagione lirica 2013-2014
ANDREEA SOARE|Enrichetta di Francia. regina dInghilterra,I PURITANI|Parigi, Opra Bastille, Stagione lirica 2013-2014
LUCIANO DI PASQUALE|Mustaf,LITALIANA IN ALGERI|Teatro Marrucino di Chieti, Stagione lirica 2013-2014
NOVELLA BASSANO|Elvira,LITALIANA IN ALGERI|Teatro Marrucino di Chieti, Stagione lirica 2013-2014
MARIANNA PETRECCA|Zulma,LITALIANA IN ALGERI|Teatro Marrucino di Chieti, Stagione lirica 2013-2014
NICOLA EBAU|Haly,LITALIANA IN ALGERI|Teatro Marrucino di Chieti, Stagione lirica 2013-2014
STEFANO SORRENTINO|Lindoro,LITALIANA IN ALGERI|Teatro Marrucino di Chieti, Stagione lirica 2013-2014
FEDERICA CARNEVALE|Isabella,LITALIANA IN ALGERI|Teatro Marrucino di Chieti, Stagione lirica 2013-2014
MIYAMOTO FUMITOSHI|Taddeo,LITALIANA IN ALGERI|Teatro Marrucino di Chieti, Stagione lirica 2013-2014
ALESSANDRA REZZA|Norma,NORMA|Novara, Teatro Coccia, Stagione lirica 2013-14
ROBERTO ARONICA|Pollione,NORMA|Novara, Teatro Coccia, Stagione lirica 2013-14
LUCA TITTOTO|Oroveso,NORMA|Novara, Teatro Coccia, Stagione lirica 2013-14
VERONICA SIMEONI|Adalgisa,NORMA|Novara, Teatro Coccia, Stagione lirica 2013-14
GIACOMO PATTI|Flavio,NORMA|Novara, Teatro Coccia, Stagione lirica 2013-14
ALESSANDRA MASINI|Clotilde,NORMA|Novara, Teatro Coccia, Stagione lirica 2013-14
ASMIK GRIGORIAN|Rualka, ninfa,RUALKA|Berlino, Komische Oper, Stagione lirica 2013/2014
TIMOTHY RICHARDS|Il principe,RUALKA|Berlino, Komische Oper, Stagione lirica 2013/2014
AGNES ZWIERKO|Jeibaba, strega,RUALKA|Berlino, Komische Oper, Stagione lirica 2013/2014
JENS LARSEN|Lo Spirito dellacqua,RUALKA|Berlino, Komische Oper, Stagione lirica 2013/2014
URSULA HESSE VON DEN STEINEN|La principessa straniera,RUALKA|Berlino, Komische Oper, Stagione lirica 2013/2014
KATARINA MORFA|Le tre ninfe MIRKA WAGNER, ANNELIE SOPHIE MLLER,,RUALKA|Berlino, Komische Oper, Stagione lirica 2013/2014
PETER RENZ|Il guardaccia,RUALKA|Berlino, Komische Oper, Stagione lirica 2013/2014
CHRISTIANE OERTEL|Lo sguattero,RUALKA|Berlino, Komische Oper, Stagione lirica 2013/2014
MT GL|Un cacciatore,RUALKA|Berlino, Komische Oper, Stagione lirica 2013/2014
IRINA LUNGU|Violetta Valry,LA TRAVIATA|Milano, Teatro alla Scala  Stagione dopera e balletto 2013-2014
PIOTR BECZALA|Alfredo Germont,LA TRAVIATA|Milano, Teatro alla Scala  Stagione dopera e balletto 2013-2014
ELIKO LUI|Giorgio Germont,LA TRAVIATA|Milano, Teatro alla Scala  Stagione dopera e balletto 2013-2014
GIUSEPPINA PIUNTI|Flora Bervoix,LA TRAVIATA|Milano, Teatro alla Scala  Stagione dopera e balletto 2013-2014
MARA ZAMPIERI|Annina,LA TRAVIATA|Milano, Teatro alla Scala  Stagione dopera e balletto 2013-2014
ANTONIO CORIAN|Gastone, Visconte di Letorires,LA TRAVIATA|Milano, Teatro alla Scala  Stagione dopera e balletto 2013-2014
ROBERTO ACCURSO|Barone Douphol,LA TRAVIATA|Milano, Teatro alla Scala  Stagione dopera e balletto 2013-2014
ANDREA PORTA|Marchese DObigny,LA TRAVIATA|Milano, Teatro alla Scala  Stagione dopera e balletto 2013-2014
ANDREA MASTRONI|Dottor Grenvil,LA TRAVIATA|Milano, Teatro alla Scala  Stagione dopera e balletto 2013-2014
NICOLA PAMIO|Giuseppe,LA TRAVIATA|Milano, Teatro alla Scala  Stagione dopera e balletto 2013-2014
ERNESTO PETTI|Domestico di Flora,LA TRAVIATA|Milano, Teatro alla Scala  Stagione dopera e balletto 2013-2014
ERNESTO PANARIELLO|Commissionario,LA TRAVIATA|Milano, Teatro alla Scala  Stagione dopera e balletto 2013-2014
PIERO TERRANOVA|Lord Enrico Ashton,LUCIA DI LAMMERMOOR|Catania, Teatro Massimo Bellini, Stagione Lirica 2013
ROSANNA SAVOIA|Miss Lucia,LUCIA DI LAMMERMOOR|Catania, Teatro Massimo Bellini, Stagione Lirica 2013
ALESSANDRO LIBERATORE|Sir Edgardo di Ravenswood,LUCIA DI LAMMERMOOR|Catania, Teatro Massimo Bellini, Stagione Lirica 2013
GIUSEPPE COSTANZO|Lord Arturo,LUCIA DI LAMMERMOOR|Catania, Teatro Massimo Bellini, Stagione Lirica 2013
FRANCESCO PALMIERI|Raimondo,LUCIA DI LAMMERMOOR|Catania, Teatro Massimo Bellini, Stagione Lirica 2013
LOREDANA RITA MEGNA|Alisa,LUCIA DI LAMMERMOOR|Catania, Teatro Massimo Bellini, Stagione Lirica 2013
SALVATORE DAGATA|Normanno,LUCIA DI LAMMERMOOR|Catania, Teatro Massimo Bellini, Stagione Lirica 2013
FRANCESCA DOTTO|Violetta Valery,LA TRAVIATA|Sassari, Ente Concerti Marialisa De Carolis, Teatro Comunale, Stagione Lirica 2013
CHIARA FRACASSO|Flora Bervoix,LA TRAVIATA|Sassari, Ente Concerti Marialisa De Carolis, Teatro Comunale, Stagione Lirica 2013
EMANUELA GRASSI|Annina,LA TRAVIATA|Sassari, Ente Concerti Marialisa De Carolis, Teatro Comunale, Stagione Lirica 2013
ALESSANDRO SCOTTO DI LUZIO|Alfredo Germont,LA TRAVIATA|Sassari, Ente Concerti Marialisa De Carolis, Teatro Comunale, Stagione Lirica 2013
SIMONE DEL SAVIO|Giorgio Germont,LA TRAVIATA|Sassari, Ente Concerti Marialisa De Carolis, Teatro Comunale, Stagione Lirica 2013
MATTEO DESOLE|Gastone,LA TRAVIATA|Sassari, Ente Concerti Marialisa De Carolis, Teatro Comunale, Stagione Lirica 2013
GIANLUCA MARGHERI|Barone Douphol,LA TRAVIATA|Sassari, Ente Concerti Marialisa De Carolis, Teatro Comunale, Stagione Lirica 2013
SALVATORE GRIGOLI|Marchese DObigny,LA TRAVIATA|Sassari, Ente Concerti Marialisa De Carolis, Teatro Comunale, Stagione Lirica 2013
FRANCESCO SOLINAS|Dottor Grenvil,LA TRAVIATA|Sassari, Ente Concerti Marialisa De Carolis, Teatro Comunale, Stagione Lirica 2013
ERIKA TANAKA|Rosina, baronessa ungherese,LA FINTA SEMPLICE|Bergamo, Teatro Donizetti  Bergamo Musica Festival 2013
ANDREA BISCONTIN|Fracasso, capitano,LA FINTA SEMPLICE|Bergamo, Teatro Donizetti  Bergamo Musica Festival 2013
PAOLA VALENTINA MOLINARI|Ninetta, cameriera,LA FINTA SEMPLICE|Bergamo, Teatro Donizetti  Bergamo Musica Festival 2013
ELISA MAFFI|Donna Giacinta,LA FINTA SEMPLICE|Bergamo, Teatro Donizetti  Bergamo Musica Festival 2013
AMBROGIO DE MAURI|Don Polidoro,LA FINTA SEMPLICE|Bergamo, Teatro Donizetti  Bergamo Musica Festival 2013
STEFANO MENEGALE|Don Cassandro, ricco terrazzano,LA FINTA SEMPLICE|Bergamo, Teatro Donizetti  Bergamo Musica Festival 2013
BOYD OWEN|Il Prologo / Peter Quint,THE TURN OF THE SCREW|Bologna, Teatro Comunale, Stagione lirica 2013
SARA HERSHKOWITZ|LIstitutrice,THE TURN OF THE SCREW|Bologna, Teatro Comunale, Stagione lirica 2013
ENEA SCALA|Fadinard,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
GIANLUCA BURATTO|Nonancourt,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
FILIPPO FONTANA|Beaupertius,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
STEFANO CONSOLINI|Lo zio Vzinet,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
NICOL CERIANI|Emilio,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
GREGORY BONFATTI|Felice,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
SAVERIO BAMBI|Achille di Rosalba,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
LEONARDO MELANI|Una guardia,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
MASSIMO EGIDIO NACCARATO|Un caporale delle guardie,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
LADISLAO HORVTH|Minardi,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
ANDREA SEVERI|Il pianista della Baronessa,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
SANDRA PASTRANA|Elena,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
MARTA CALCATERRA|Anaide,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
AGOSTINA SMIMMERO|La Baronessa di Champigny,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
IRENE FAVRO|La modista,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
FRANCESCO MELI|Ernani (don Giovanni DAragona), il bandito,ERNANI|Teatro dellOpera di Roma Stagione di Opere e Balletti 2013/2014  Spettacolo inaugurale
LUCA SALSI|Don Carlo, re di Spagna,ERNANI|Teatro dellOpera di Roma Stagione di Opere e Balletti 2013/2014  Spettacolo inaugurale
ILDEBRANDO DARCANGELO|Don Ruy Gomez de Silva, Grande di Spagna,ERNANI|Teatro dellOpera di Roma Stagione di Opere e Balletti 2013/2014  Spettacolo inaugurale
TATIANA SERJAN|Elvira, sua nipote e fidanzata,ERNANI|Teatro dellOpera di Roma Stagione di Opere e Balletti 2013/2014  Spettacolo inaugurale
SIMGE BUYUKEDES|Giovanna, di lei nutrice,ERNANI|Teatro dellOpera di Roma Stagione di Opere e Balletti 2013/2014  Spettacolo inaugurale
ANTONELLO CERON|Don Riccardo, scudiero del re,ERNANI|Teatro dellOpera di Roma Stagione di Opere e Balletti 2013/2014  Spettacolo inaugurale
GIANFRANCO MONTRESOR|Jago, scudiero di Don Ruy Gomez,ERNANI|Teatro dellOpera di Roma Stagione di Opere e Balletti 2013/2014  Spettacolo inaugurale
COLIN BALZER|Don Anchise, Podest di Lagonegro,LA FINTA GIARDINIERA K.196|Toulon, Opra, Stagione Lirica 2013/2014
LUCY HALL|La Marchesa Violante sotto il nome di Sandrina,LA FINTA GIARDINIERA K.196|Toulon, Opra, Stagione Lirica 2013/2014
ANICIO ZORZI GIUSTINIANI|Il Contino Belfiore,LA FINTA GIARDINIERA K.196|Toulon, Opra, Stagione Lirica 2013/2014
ANA MARIA LABIN|Arminda, gentildonna milanese,LA FINTA GIARDINIERA K.196|Toulon, Opra, Stagione Lirica 2013/2014
MARIE GAUTROT|Il Cavalier Ramiro,LA FINTA GIARDINIERA K.196|Toulon, Opra, Stagione Lirica 2013/2014
AURELIE LIGEROT|Serpetta,LA FINTA GIARDINIERA K.196|Toulon, Opra, Stagione Lirica 2013/2014
JOHN CHEST|Nardo,LA FINTA GIARDINIERA K.196|Toulon, Opra, Stagione Lirica 2013/2014
CELLIA COSTEA|Nedda / Colombina,PAGLIACCI|Cagliari, Teatro Lirico, Stagione Lirica 2013
RUBENS PELIZZARI|Canio / Pagliaccio,PAGLIACCI|Cagliari, Teatro Lirico, Stagione Lirica 2013
ALBERTO GAZALE|Tonio / Taddeo,PAGLIACCI|Cagliari, Teatro Lirico, Stagione Lirica 2013
SAVERIO FIORE|Peppe / Arlecchino,PAGLIACCI|Cagliari, Teatro Lirico, Stagione Lirica 2013
GIANPIERO RUGGERI|Silvio,PAGLIACCI|Cagliari, Teatro Lirico, Stagione Lirica 2013
CARLO CHECCHI|Primo contadino,PAGLIACCI|Cagliari, Teatro Lirico, Stagione Lirica 2013
MARCO TOMASONI|Secondo contadino,PAGLIACCI|Cagliari, Teatro Lirico, Stagione Lirica 2013
FILIPPO ADAMI|Fadinard,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
GIANLUCA BURATTO|Nonancourt,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
MAURO BONFANTI|Beaupertius,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
STEFANO CONSOLINI|Lo zio Vzinet,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
FRANCESCO VERNA|Emilio,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
GREGORY BONFATTI|Felice,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
SAVERIO BAMBI|Achille di Rosalba,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
LEONARDO MELANI|Una guardia,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
NICOL AYROLDI|Un caporale delle guardie,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
LADISLAO HORVTH|Minardi,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
ANDREA SEVERI|Il pianista della Baronessa,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
LAURA GIORDANO|Elena,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
MARTA CALCATERRA|Anaide,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
ROMINA TOMASONI|La Baronessa di Champigny,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
IRENE FAVRO|La modista,IL CAPPELLO DI PAGLIA DI FIRENZE|Firenze, Teatro del Maggio Musicale Fiorentino, Stagione Lirica 2013/2014
AUXILIADORA TOLEDANO|Adina,LELISIR DAMORE|Firenze, Teatro del Maggio Musicale Fiorentino
ALESSANDRO SCOTTO DI LUZIO|Nemorino,LELISIR DAMORE|Firenze, Teatro del Maggio Musicale Fiorentino
MARIO CASSI|Belcore,LELISIR DAMORE|Firenze, Teatro del Maggio Musicale Fiorentino
GIULIO MASTROTOTARO|Dulcamara,LELISIR DAMORE|Firenze, Teatro del Maggio Musicale Fiorentino
ELENA BORIN|Giannetta,LELISIR DAMORE|Firenze, Teatro del Maggio Musicale Fiorentino
FEDERICO BENETTI|Sarastro,DIE ZAUBERFLTE|Chieti, Teatro Marrucino, Stagione lirica 2013
PABLO KARAMAN|Tamino,DIE ZAUBERFLTE|Chieti, Teatro Marrucino, Stagione lirica 2013
IVO RIZZI|Oratore,DIE ZAUBERFLTE|Chieti, Teatro Marrucino, Stagione lirica 2013
ALESSANDRO CATALDO|Primo sacerdote, Secondo armigero,DIE ZAUBERFLTE|Chieti, Teatro Marrucino, Stagione lirica 2013
DAVIDE CIARROCCHI|Secondo sacerdote, Primo armigero,DIE ZAUBERFLTE|Chieti, Teatro Marrucino, Stagione lirica 2013
GIULIA DELLA PERUTA|La regina della notte,DIE ZAUBERFLTE|Chieti, Teatro Marrucino, Stagione lirica 2013
