TATIANA SERJAN,Elvira, sua nipote e fidanzata|ERNANI
SIMGE BUYUKEDES,Giovanna, di lei nutrice|ERNANI
ANTONELLO CERON,Don Riccardo, scudiero del re|ERNANI
GIANFRANCO MONTRESOR,Jago, scudiero di Don Ruy Gomez|ERNANI
COLIN BALZER,Don Anchise, Podest di Lagonegro|LA FINTA GIARDINIERA K.196
LUCY HALL,La Marchesa Violante sotto il nome di Sandrina|LA FINTA GIARDINIERA K.196
ANICIO ZORZI GIUSTINIANI,Il Contino Belfiore|LA FINTA GIARDINIERA K.196
ANA MARIA LABIN,Arminda, gentildonna milanese|LA FINTA GIARDINIERA K.196
MARIE GAUTROT,Il Cavalier Ramiro|LA FINTA GIARDINIERA K.196
AURELIE LIGEROT,Serpetta|LA FINTA GIARDINIERA K.196
JOHN CHEST,Nardo|LA FINTA GIARDINIERA K.196
CELLIA COSTEA,Nedda / Colombina|PAGLIACCI
RUBENS PELIZZARI,Canio / Pagliaccio|PAGLIACCI
ALBERTO GAZALE,Tonio / Taddeo|PAGLIACCI
SAVERIO FIORE,Peppe / Arlecchino|PAGLIACCI
GIANPIERO RUGGERI,Silvio|PAGLIACCI
CARLO CHECCHI,Primo contadino|PAGLIACCI
MARCO TOMASONI,Secondo contadino|PAGLIACCI
FILIPPO ADAMI,Fadinard|IL CAPPELLO DI PAGLIA DI FIRENZE
GIANLUCA BURATTO,Nonancourt|IL CAPPELLO DI PAGLIA DI FIRENZE
MAURO BONFANTI,Beaupertius|IL CAPPELLO DI PAGLIA DI FIRENZE
STEFANO CONSOLINI,Lo zio Vzinet|IL CAPPELLO DI PAGLIA DI FIRENZE
FRANCESCO VERNA,Emilio|IL CAPPELLO DI PAGLIA DI FIRENZE
GREGORY BONFATTI,Felice|IL CAPPELLO DI PAGLIA DI FIRENZE
SAVERIO BAMBI,Achille di Rosalba|IL CAPPELLO DI PAGLIA DI FIRENZE
LEONARDO MELANI,Una guardia|IL CAPPELLO DI PAGLIA DI FIRENZE
NICOL AYROLDI,Un caporale delle guardie|IL CAPPELLO DI PAGLIA DI FIRENZE
LADISLAO HORVTH,Minardi|IL CAPPELLO DI PAGLIA DI FIRENZE
ANDREA SEVERI,Il pianista della Baronessa|IL CAPPELLO DI PAGLIA DI FIRENZE
LAURA GIORDANO,Elena|IL CAPPELLO DI PAGLIA DI FIRENZE
MARTA CALCATERRA,Anaide|IL CAPPELLO DI PAGLIA DI FIRENZE
ROMINA TOMASONI,La Baronessa di Champigny|IL CAPPELLO DI PAGLIA DI FIRENZE
IRENE FAVRO,La modista|IL CAPPELLO DI PAGLIA DI FIRENZE
AUXILIADORA TOLEDANO,Adina|LELISIR DAMORE
ALESSANDRO SCOTTO DI LUZIO,Nemorino|LELISIR DAMORE
MARIO CASSI,Belcore|LELISIR DAMORE
GIULIO MASTROTOTARO,Dulcamara|LELISIR DAMORE
ELENA BORIN,Giannetta|LELISIR DAMORE
FEDERICO BENETTI,Sarastro|DIE ZAUBERFLTE
PABLO KARAMAN,Tamino|DIE ZAUBERFLTE
IVO RIZZI,Oratore|DIE ZAUBERFLTE
ALESSANDRO CATALDO,Primo sacerdote, Secondo armigero|DIE ZAUBERFLTE
DAVIDE CIARROCCHI,Secondo sacerdote, Primo armigero|DIE ZAUBERFLTE
GIULIA DELLA PERUTA,La regina della notte|DIE ZAUBERFLTE
GIULIA DE BLASIS,Pamina|DIE ZAUBERFLTE
SARA DI GIAMPIETRO,Prima dama|DIE ZAUBERFLTE
ANTONELLA SCHIAZZA,Seconda dama|DIE ZAUBERFLTE
CECILIA BERNINI,Terza dama|DIE ZAUBERFLTE
TANIA BUCCINI,Papagena|DIE ZAUBERFLTE
FELIPE OLIVEIRA,Papageno|DIE ZAUBERFLTE
MORENO PATTERI,Monostatos|DIE ZAUBERFLTE
ELISA COCLITE,Primo fanciullo|DIE ZAUBERFLTE
FEDERICA DI DOMENICANTONIO,Secondo fanciullo|DIE ZAUBERFLTE
LORENZO SPECA,Terzo fanciullo|DIE ZAUBERFLTE
ALEXANDER TSYMBALYUK,Il Re|AIDA
NADIA KRASTEVA,Amneris|AIDA
LIUDMYLA MONASTYRSKA,Aida|AIDA
FABIO SARTORI,Radams|AIDA
MARCO SPOTTI,Ramfis|AIDA
ALBERTO MASTROMARINO,Amonasro|AIDA
JAEHEUI KWON,Messaggero|AIDA
SAE KYUNG RIM,Sacerdotessa|AIDA
DEBORAH GISMONDI,Akhmet|AIDA
CHRISTIAN FAGETTI,Coppia di selvaggi BEATRICE CARBONE,|AIDA
DESIRE RANCATORE,Violetta Valry|LA TRAVIATA
PATRIZIA GENTILE,Flora Bervoix|LA TRAVIATA
VALERIA TORNATORE,Annina|LA TRAVIATA
STEFANO SECCO,Alfredo Germont|LA TRAVIATA
VINCENZO TAORMINA,Giorgio Germont|LA TRAVIATA
BRUNO LAZZARETTI,Gastone|LA TRAVIATA
GIOVANNI BELLAVIA,Il barone Douphol|LA TRAVIATA
ITALO PROFERISCE,Il marchese DObigny|LA TRAVIATA
MANRICO SIGNORINI,Il dottor Grenvil|LA TRAVIATA
MARCO PALMERI,Giuseppe|LA TRAVIATA
RICCARDO SCHIR,Un domestico/Un commissionario|LA TRAVIATA
GIUSEPPE BONANNO,Primi ballerini MONICA PIAZZA,|LA TRAVIATA
ROBERTO DE CANDIA,Sir John Falstaff|FALSTAFF
ARTUR RUCISKI,Ford|FALSTAFF
LEONARDO CORTELLAZZI,Fenton|FALSTAFF
RAL GIMNEZ,Dr. Cajus|FALSTAFF
MASSIMILIANO CHIAROLLA,Bardolfo|FALSTAFF
DOMENICO COLAIANNI,Pistola|FALSTAFF
SERENA FARNOCCHIA,Mrs. Alice Ford|FALSTAFF
ROSA FEOLA,Nannetta|FALSTAFF
BARBARA DI CASTRI,Mrs. Quickly|FALSTAFF
MONICA BACELLI,Mrs Meg Page|FALSTAFF
JESSICA PRATT,Ins|LAFRICAINE
VERONICA SIMEONI,Slika|LAFRICAINE
GREGORY KUNDE,Vasco de Gama|LAFRICAINE
EMANUELE GIANNINO,Don Alvar|LAFRICAINE
ANGELO VECCIA,Nlusko|LAFRICAINE
LUCA DALLAMICO,Don Pdro|LAFRICAINE
DAVIDE RUBERTI,Don Diego|LAFRICAINE
MATTIA DENTI,Le grand inquisiteur de Lisbonne|LAFRICAINE
RUBEN AMORETTI,Le grand-prtre de Brahma|LAFRICAINE
ANNA BORDIGNON,Anna|LAFRICAINE
TERESA IERVOLINO,Tancredi|TANCREDI
MERT SNG,Argirio|TANCREDI
SOFIA MCHEDLISHVILI,Amenaide|TANCREDI
ALESSANDRO SPINA,Orbazzano|TANCREDI
RAFFAELLA LUPINACCI,Isaura|TANCREDI
ALESSIA NADIN,Roggiero|TANCREDI
ROSARIO LA SPINA,Gaston, Visconte di Barn|JRUSALEM
DONATO DI GIOIA,Il Conte di Tolosa|JRUSALEM
CARLO COLOMBARA,Roger, suo fratello|JRUSALEM
CESARE LANA,Ademar de Montheil, legato pontificio|JRUSALEM
HWA PAEK,Raymond, scudiero di Gaston SEUNG-|JRUSALEM
MASSIMILIANO CATELLANI,LEmiro di Ramla|JRUSALEM
DARIA MASIERO,Hlne, figlia del Conte di Tolosa|JRUSALEM
STEFANIA MAIARDI,Isaure, sua ancella|JRUSALEM
SILVIO AGNESINI,Un soldato|JRUSALEM
GIOVANNI MARIA PALMIA,Un ufficiale dellEmiro|JRUSALEM
NORIS BORGOGELLI,Un araldo|JRUSALEM
GIUSEPPE PICONE,Primo ballerino|JRUSALEM
MANSOO KIM,Guido di Monforte|I VESPRI SICILIANI
ALESSANDRO BUSI,Il sire di Bthune|I VESPRI SICILIANI
CRISTIAN SAITTA,Il conte Vaudemont|I VESPRI SICILIANI
LORENZO DECARO,Arrigo|I VESPRI SICILIANI
ROBERTO SCANDIUZZI,Giovanni da Procida|I VESPRI SICILIANI
SOFIA SOLOVIY,La duchessa Elena|I VESPRI SICILIANI
ELISA BARBERO,Ninetta|I VESPRI SICILIANI
ORESTE COSIMO,Danieli|I VESPRI SICILIANI
JENISH YSMANOV,Tebaldo|I VESPRI SICILIANI
COSTANTINO FINUCCI,Roberto|I VESPRI SICILIANI
RICCARDO GATTO,Manfredo|I VESPRI SICILIANI
PATRIZIA CIOFI,Alaide, poi Agnese, regina di Francia, la Straniera|LA STRANIERA
NICOLAS COURJAL,Il signore di Montolino / Il priore degli spedalieri|LA STRANIERA
KARINE DESHAYES,Isoletta, sua figlia|LA STRANIERA
PIERRE FURLAN,Arturo, conte di Ravenstel JEAN-|LA STRANIERA
LUDOVIC TZIER,Leopoldo, fratello di Alaide, sotto il nome di barone di Valdeburgo|LA STRANIERA
MARC LARCHER,Osburgo, confidente di Arturo|LA STRANIERA
THOMAS HALL,Der Hollnder|DER FLIEGENDE HOLLNDER
PATRICK SIMPER,Daland|DER FLIEGENDE HOLLNDER
ELENA NEBERA,Senta|DER FLIEGENDE HOLLNDER
JAN DUSSELJEE,Erik KOR-|DER FLIEGENDE HOLLNDER
NADIYA PETRENKO,Mary|DER FLIEGENDE HOLLNDER
GABRIELE MANGIONE,Steuermann|DER FLIEGENDE HOLLNDER
FRANCESCO MARSIGLIA,Il Conte dAlmaviva|IL BARBIERE DI SIVIGLIA
MARCO FILIPPO ROMANO,Don Bartolo|IL BARBIERE DI SIVIGLIA
CHIARA AMAR,Rosina|IL BARBIERE DI SIVIGLIA
DOMENICO BALZANI,Figaro|IL BARBIERE DI SIVIGLIA
ABRAMO ROSALEN,Don Basilio|IL BARBIERE DI SIVIGLIA
RYAN MILSTEAD,Fiorello|IL BARBIERE DI SIVIGLIA
GIOVANNA DONADINI,Berta|IL BARBIERE DI SIVIGLIA
FRANCO RIZZO,Un ufficiale|IL BARBIERE DI SIVIGLIA
ANTONIO SARASSO,Ambrogio|IL BARBIERE DI SIVIGLIA
MARIO MALAGNINI,Riccardo|UN BALLO IN MASCHERA
DIMITRA THEODOSSIOU,Amelia|UN BALLO IN MASCHERA
IGOR GOLOVATENKO,Renato|UN BALLO IN MASCHERA
GIOVANNA LANZA,Ulrica|UN BALLO IN MASCHERA
PAOLA CIGNA,Oscar|UN BALLO IN MASCHERA
STEFANO RINALDI MILANI,Tom|UN BALLO IN MASCHERA
ENRICO RINALDO,Samuel|UN BALLO IN MASCHERA
MAURIZIO LEONI,Silvano|UN BALLO IN MASCHERA
GABRIELE COLOMBARI,Giudice|UN BALLO IN MASCHERA
FABRIZIO BEGGI,Signor Geronimo|IL MATRIMONIO SEGRETO
GIULIA SEMENZATO,Elisetta|IL MATRIMONIO SEGRETO
DORELA CELA,Carolina|IL MATRIMONIO SEGRETO
LORIANA CASTELLANO,Fidalma|IL MATRIMONIO SEGRETO
ANDREA ZAUPA,Conte Robinson|IL MATRIMONIO SEGRETO
FILIPPO ADAMI,Paolino|IL MATRIMONIO SEGRETO
ANTONINO SIRAGUSA,Il conte dAlmaviva|IL BARBIERE DI SIVIGLIA
PAOLO BORDOGNA,Don Bartolo|IL BARBIERE DI SIVIGLIA
LAURA POLVERELLI,Rosina|IL BARBIERE DI SIVIGLIA
VITO PRIANTE,Figaro|IL BARBIERE DI SIVIGLIA
NICOLA ULIVIERI,Don Basilio|IL BARBIERE DI SIVIGLIA
RYAN MILSTEAD,Fiorello|IL BARBIERE DI SIVIGLIA
GIOVANNA DONADINI,Berta|IL BARBIERE DI SIVIGLIA
RICCARDO MATTIOTTO,Un ufficiale|IL BARBIERE DI SIVIGLIA
ANTONIO SARASSO,Ambrogio|IL BARBIERE DI SIVIGLIA
FRANCESCA SASSU,Fiordiligi|COS FAN TUTTE
ANNALISA STROPPA,Dorabella|COS FAN TUTTE
CLEMENTE ANTONIO DALIOTTI,Gugliemo|COS FAN TUTTE
GREGORY WARREN,Ferrando|COS FAN TUTTE
PAMELA CHIRIACO,Despina|COS FAN TUTTE
OMAR MONTANARI,Don Alfonso|COS FAN TUTTE
SHALVA MUKERIA,Il duca di Mantova|RIGOLETTO
CARLOS ALMAGUER,Rigoletto|RIGOLETTO
CINZIA FORTE,Gilda|RIGOLETTO
GIANLUCA BURATTO,Sparafucile|RIGOLETTO
NINO SURGULADZE,Maddalena|RIGOLETTO
ANNA VENTURI,Giovanna|RIGOLETTO
SEUN PIL CHOI,Il conte di Monterone|RIGOLETTO
CLAUDIO OTTINO,Marullo|RIGOLETTO
ENRICO SALSI,Matteo Borsa|RIGOLETTO
ALESSIO BIANCHINI,Il conte di Ceprano|RIGOLETTO
SIMONA MARCELLO,La contessa, sua sposa|RIGOLETTO
GIAN PIERO BARATTERO,Un usciere di Corte|RIGOLETTO
ELISABETTA VALERIO,Paggio della duchessa|RIGOLETTO
LARTE E LA MANIERA DI AFFRONTARE IL PROPRIO CAPO PER CHIEDERGLI UN AUMENTO,|LA MACCHINA
ROGER PADULLS,Tamino|UN FLAUTO MAGICO
DIMA BAWAB,Pamina|UN FLAUTO MAGICO
LELA BENHAMZA,Regina della Notte|UN FLAUTO MAGICO
BETSABEHAAS,Papagena|UN FLAUTO MAGICO
TOMASDOLI,Papageno|UN FLAUTO MAGICO
VINCENT PAVESI,Sarastro|UN FLAUTO MAGICO
ALES MANSOORI,Monostatos|UN FLAUTO MAGICO
ABDOU OUOLOGUEM,Il Mago|UN FLAUTO MAGICO
EVELYN HERLITZIUS,La Principessa Turandot|TURANDOT
CHRIS MERRITT,LImperatore Altoum|TURANDOT
ROBERTO TAGLIAVINI,Timur, Re tartaro spodestato|TURANDOT
MARCELLO GIORDANI,Il principe ignoto, Calaf, suo figlio|TURANDOT
CARMELA REMIGIO,Li, giovine schiava|TURANDOT
SIMONE DEL SAVIO,Ping, gran cancelliere|TURANDOT
SAVERIO FIORE,Pong, gran provveditore|TURANDOT
GREGORY BONFATTI,Pang,gran cuciniere|TURANDOT
GIANFRANCO MONTRESOR,Un mandarino|TURANDOT
LUCA BATTAGELLO,Il principino di Persia|TURANDOT
ROBERTO IULIANO,Stiffelio,ministro assasveriano|STIFFELIO
DIMITRA THEODOSSIOU,Lina, sua moglie, figlia di|STIFFELIO
GIUSEPPE ALTOMARE,Stankar,vecchio colonnello conte dellimpero|STIFFELIO
GIUSEPPE COSTANZO,Raffaele,nobile di Leuthold|STIFFELIO
MARIO LUPERI,Jorg, altro vecchio ministro|STIFFELIO
SALVATORE DAGATA,Federico di Frengel, cugino di Lina|STIFFELIO
LOREDANA RITA MEGNA,Dorotea, cugina di Lina|STIFFELIO
IRINA LUNGU,Violetta Valry|LA TRAVIATA
MASSIMO GIORDANO,Alfredo Germont|LA TRAVIATA
MARCO DI FELICE,Giorgio Germont|LA TRAVIATA
SILVIA BELTRAMI,Flora Bervoix|LA TRAVIATA
FRANCESCA ROTONDO,Annina|LA TRAVIATA
LUCA CASALIN,Gastone|LA TRAVIATA
DONATO DI GIOIA,Il barone Douphol|LA TRAVIATA
RYAN MILSTEAD,Il marchese DObigny|LA TRAVIATA
DAVIDE MOTTA FR,Il dottor Grenvil|LA TRAVIATA
DARIO PROLA,Giuseppe|LA TRAVIATA
MARCO TOGNOZZI,Un domestico di Flora|LA TRAVIATA
LORENZO BATTAGION,Un commissionario|LA TRAVIATA
LUCA ALBERTI,Ballerini SIMONA TOSCO,|LA TRAVIATA
MIHAELA MARCU,Giulietta|I CAPULETI E I MONTECCHI
DANIELA PINI,Romeo|I CAPULETI E I MONTECCHI
SHALVA MUKERIA,Tebaldo|I CAPULETI E I MONTECCHI
DARIO RUSSO,Lorenzo|I CAPULETI E I MONTECCHI
PAOLO BATTAGLIA,Capellio|I CAPULETI E I MONTECCHI
JACQUELINE WOODLEY,Milica|SVADBA-WEDDING
SHANNON MERCER,Danica|SVADBA-WEDDING
LAURA ALBINO,Lena|SVADBA-WEDDING
VIRGINIA HATFIELD,Zora|SVADBA-WEDDING
ANDREA LUDWIG,Nada|SVADBA-WEDDING
KRISZTINA SZAB,Ljubica|SVADBA-WEDDING
PAOLO BATTAGLIA,Capellio|I CAPULETI E I MONTECCHI
ROSANNA SAVOIA,Giulietta|I CAPULETI E I MONTECCHI
NATALIA GAVRILAN,Romeo|I CAPULETI E I MONTECCHI
SHALVA MUKERIA,Tebaldo|I CAPULETI E I MONTECCHI
DARIO RUSSO,Lorenzo|I CAPULETI E I MONTECCHI
ANDER TSYMBALYUK,Il Re ALEx|AIDA
NADIA KRASTEVA,Amneris|AIDA
HUI HE,Aida|AIDA
MARCO BERTI,Radams|AIDA
MARCO SPOTTI,Ramfis|AIDA
AMBROGIO MAESTRI,Amonasro|AIDA
JAEHEUI KWON,Messaggero|AIDA
SAE KYUNG RIM,Sacerdotessa|AIDA
DEBORAH GISMONDI,Akhmet|AIDA
MARCO AGOSTINO,Coppia di selvaggi BEATRICE CARBONE,|AIDA
GREGORY KUNDE,Peter Grimes|PETER GRIMES
SALLY MATTHEWS,Ellen Orford|PETER GRIMES
ALAN OPIE,Captain Balstrode|PETER GRIMES
SUSAN BICKLEY,Auntie|PETER GRIMES
SIMONA MIHAI,Le Nipoti ELENA XANTHOUDAKIS,|PETER GRIMES
MICHAEL COLVIN,Robert Boles|PETER GRIMES
GRAEME BROADBENT,Swallow|PETER GRIMES
FELICITY PALMER,Mrs.(Nabob) Sedley|PETER GRIMES
HARRY NICOLL,Rev.Horace Adams|PETER GRIMES
RODERICK WILLIAMS,Ned Keene|PETER GRIMES
DARREN JAFFERY,Hobson|PETER GRIMES
GABRIELLA MARTELLACCI,Una pescivendola|PETER GRIMES
MARCO SANTARELLI,Un avvocato|PETER GRIMES
ELENA POPOVSKAJA,La Principessa Turandot|TURANDOT
CHRIS MERRITT,LImperatore Altoum|TURANDOT
ROBERTO TAGLIAVINI,Timur, Re tartaro spodestato|TURANDOT
KAMEN CHANEV,Il principe ignoto, Calaf, suo figlio|TURANDOT
MAIJA KOVALEVSKA,Li, giovine schiava|TURANDOT
SIMONE DEL SAVIO,Ping, gran cancelliere|TURANDOT
SAVERIO FIORE,Pong, gran provveditore|TURANDOT
GREGORY BONFATTI,Pang,gran cuciniere|TURANDOT
GIANFRANCO MONTRESOR,Un mandarino|TURANDOT
LUCA BATTAGELLO,Il principino di Persia|TURANDOT
EVELYN HERLITZIUS,La Principessa Turandot|TURANDOT
CHRIS MERRITT,LImperatore Altoum|TURANDOT
ROBERTO TAGLIAVINI,Timur, Re tartaro spodestato|TURANDOT
MARCELLO GIORDANI,Il principe ignoto, Calaf, suo figlio|TURANDOT
CARMELA REMIGIO,Li, giovine schiava|TURANDOT
SIMONE DEL SAVIO,Ping, gran cancelliere|TURANDOT
SAVERIO FIORE,Pong, gran provveditore|TURANDOT
GREGORY BONFATTI,Pang,gran cuciniere|TURANDOT
GIANFRANCO MONTRESOR,Un mandarino|TURANDOT
LUCA BATTAGELLO,Il principino di Persia|TURANDOT
TAISIYA ERMOLAEVA,Santuzza|CAVALLERIA RUSTICANA
MARGHERITA ROTONDI,Lola|CAVALLERIA RUSTICANA
RUDY PARK,Turiddu|CAVALLERIA RUSTICANA
MARCELLO LIPPI,Alfio|CAVALLERIA RUSTICANA
ELENA ZILIO,Lucia|CAVALLERIA RUSTICANA
ROBERTO IULIANO,Stiffelio,ministro assasveriano|STIFFELIO
DIMITRA THEODOSSIOU,Lina, sua moglie, figlia di|STIFFELIO
GIUSEPPE ALTOMARE,Stankar,vecchio colonnello conte dellimpero|STIFFELIO
GIUSEPPE COSTANZO,Raffaele,nobile di Leuthold|STIFFELIO
MARIO LUPERI,Jorg, altro vecchio ministro|STIFFELIO
SALVATORE DAGATA,Federico di Frengel, cugino di Lina|STIFFELIO
LOREDANA RITA MEGNA,Dorotea, cugina di Lina|STIFFELIO
IRINA LUNGU,Violetta Valry|LA TRAVIATA
MASSIMO GIORDANO,Alfredo Germont|LA TRAVIATA
MARCO DI FELICE,Giorgio Germont|LA TRAVIATA
SILVIA BELTRAMI,Flora Bervoix|LA TRAVIATA
FRANCESCA ROTONDO,Annina|LA TRAVIATA
LUCA CASALIN,Gastone|LA TRAVIATA
DONATO DI GIOIA,Il barone Douphol|LA TRAVIATA
RYAN MILSTEAD,Il marchese DObigny|LA TRAVIATA
DAVIDE MOTTA FR,Il dottor Grenvil|LA TRAVIATA
DARIO PROLA,Giuseppe|LA TRAVIATA
MARCO TOGNOZZI,Un domestico di Flora|LA TRAVIATA
LORENZO BATTAGION,Un commissionario|LA TRAVIATA
LUCA ALBERTI,Ballerini SIMONA TOSCO,|LA TRAVIATA
HIROMI OMURA,Norma|NORMA
TARAS SHTONDA,Oroveso|NORMA
GIUSEPPE GIPALI,Pollione|NORMA
STELLA GRIGORIAN,Adalgisa|NORMA
MARIE KARALL,Clotilde|NORMA
FRANCOIS GUILLAUME,Flavio|NORMA
FABIO SARTORI,Don Carlo, infante di Spagna|DON CARLO
MARTINA SERAFIN,Elisabetta di Valois|DON CARLO
REN PAPE,Filippo II, re di Spagna|DON CARLO
MASSIMO CAVALLETTI,Rodrigo, marchese di Posa|DON CARLO
EKATERINA GUBANOVA,La principessa Eboli|DON CARLO
TEFAN KOAN,Il grande Inquisitore|DON CARLO
FERNANDO RADO,Un frate|DON CARLO
BARBARA RITA LAVARIAN,Tebaldo, paggio di Elisabetta|DON CARLO
ROBERTA SALVATI,Voce dal cielo|DON CARLO
CARLOS CARDOSO,Il conte di Lerma|DON CARLO
CARLO BOSI,Un araldo reale|DON CARLO
LUCIANO MONTANARO,Deputati fiamminghi ERNESTO PANARIELLO, SIMON LIM, DAVIDE PELISSERO, FILIPPO POLINELLI, FEDERICO SACCHI,|DON CARLO
ANDER TSYMBALYUK,Il Re ALEx|AIDA
NADIA KRASTEVA,Amneris|AIDA
HUI HE,Aida|AIDA
MARCO BERTI,Radams|AIDA
MARCO SPOTTI,Ramfis|AIDA
AMBROGIO MAESTRI,Amonasro|AIDA
JAEHEUI KWON,Messaggero|AIDA
SAE KYUNG RIM,Sacerdotessa|AIDA
DEBORAH GISMONDI,Akhmet|AIDA
MARCO AGOSTINO,Coppia di selvaggi BEATRICE CARBONE,|AIDA
CHRISTIAN SENN,Cardenio|IL FURIOSO ALLISOLA DI SAN DOMINGO
PAOLA CIGNA,Eleonora|IL FURIOSO ALLISOLA DI SAN DOMINGO
LU YAN,Fernando|IL FURIOSO ALLISOLA DI SAN DOMINGO
LEONARDO GALEAZZI,Bartolomeo|IL FURIOSO ALLISOLA DI SAN DOMINGO
MARIANNA VINCI,Marcella|IL FURIOSO ALLISOLA DI SAN DOMINGO
FEDERICO LONGHI,Kaidam|IL FURIOSO ALLISOLA DI SAN DOMINGO
ALBERT DOHMEN,Sir John Falstaff|FALSTAFF
GEZIM MYSHKETA,Ford|FALSTAFF
ATALLA AYAN,Fenton|FALSTAFF
HEINZ GHRIG,Dott. Cajus|FALSTAFF
TORSTEN HOFMANN,Bardolfo|FALSTAFF
ROLAND BRACHT,Pistola|FALSTAFF
SIMONE SCHNEIDER,Mrs. Alice Ford|FALSTAFF
PUMEZA MATSHIKIZA,Nannetta|FALSTAFF
HILKE ANDERSEN,Mrs. Quickly|FALSTAFF
SOPHIE MARILLEY,Mrs. Meg Page|FALSTAFF
ALBERTO MASTROMARINO,Simon Boccanegra|SIMON BOCCANEGRA
ERIKA GRIMALDI,Maria Boccanegra (sotto il nome di Amelia Grimaldi)|SIMON BOCCANEGRA
MICHELE PERTUSI,Jacopo Fiesco|SIMON BOCCANEGRA
GIANLUCA TERRANOVA,Gabriele Adorno|SIMON BOCCANEGRA
DEVID CECCONI,Paolo Albiani|SIMON BOCCANEGRA
FABRIZIO BEGGI,Pietro|SIMON BOCCANEGRA
ALEJANDRO ESCOBAR,Un capitano dei balestrieri|SIMON BOCCANEGRA
SABRINA BOSCARATO,Unancella di Amelia|SIMON BOCCANEGRA
AMBROGIO MAESTRI,Simon Boccanegra|SIMON BOCCANEGRA
MARIA JOS SIRI,Maria Boccanegra (sotto il nome di Amelia Grimaldi)|SIMON BOCCANEGRA
MICHELE PERTUSI,Jacopo Fiesco|SIMON BOCCANEGRA
GIANLUCA TERRANOVA,Gabriele Adorno|SIMON BOCCANEGRA
DEVID CECCONI,Paolo Albiani|SIMON BOCCANEGRA
FABRIZIO BEGGI,Pietro|SIMON BOCCANEGRA
DARIO PROLA,Un capitano dei balestrieri|SIMON BOCCANEGRA
SABRINA BOSCARATO,Unancella di Amelia|SIMON BOCCANEGRA
IONUT PASCU,Rigoletto|RIGOLETTO
PAOLO FANALE,Il Duca di Mantova|RIGOLETTO
JESSICA PRATT,Gilda|RIGOLETTO
MIRCO PALAZZI,Sparafucile|RIGOLETTO
DANIELA INNAMORATI,Maddalena|RIGOLETTO
MILENA JOSIPOVIC,Giovanna|RIGOLETTO
ABRAMO ROSALEN,Il Conte di Monterone|RIGOLETTO
GABRIELE NANI,Marullo|RIGOLETTO
ORFEO ZANETTI,Matteo Borsa|RIGOLETTO
FRANCESCO MILANESE,Il conte di Ceprano|RIGOLETTO
ALESSANDRA CARUCCIO,La contessa di Ceprano|RIGOLETTO
CATERINA SARTORI,Un paggio della Duchessa|RIGOLETTO
LUIGI VAROTTO,Un usciere di corte|RIGOLETTO
TIZIANA CARUSO,Floria Tosca|TOSCA
KRISTIAN BENEDIKT,Mario Cavaradossi|TOSCA
ELIA FABBIAN,Il Barone Scarpia|TOSCA
PAOLO BATTAGLIA,Cesare Angelotti|TOSCA
DOMENICO COLAIANNI,Sagrestano|TOSCA
ORFEO ZANETTI,Spoletta|TOSCA
ANDREA ZANIN,Sciarrone|TOSCA
VICTOR GARCIA SIERRA,Un Carceriere|TOSCA
GIOVANNI TRIMURTI,Un Pastore|TOSCA
SALOME JICIA,Rosina|LA FINTA SEMPLICE
ANDREA CONCETTI,Don Cassandro|LA FINTA SEMPLICE
RAOUL DERAMO,Don Polidoro|LA FINTA SEMPLICE
ELENA BELFIORE,Giacinta|LA FINTA SEMPLICE
BIANCA TOGNOCCHI,Ninetta|LA FINTA SEMPLICE
MATTEO MEZZARO,Fracasso|LA FINTA SEMPLICE
GABRIELE NANI,Simone|LA FINTA SEMPLICE
ANNAGAIA MARCHIORO,Narratrice|LA FINTA SEMPLICE
YOLANDA AUYANET,Fiordiligi|COSI FAN TUTTE,ossia la scuola delle amanti (K588)
PAOLA GARDINA,Dorabella|COSI FAN TUTTE,ossia la scuola delle amanti (K588)
MARIO CASSI,Guglielmo|COSI FAN TUTTE,ossia la scuola delle amanti (K588)
RANDALL BILLS,Ferrando|COSI FAN TUTTE,ossia la scuola delle amanti (K588)
ALESSANDRA MARIANELLI,Despina|COSI FAN TUTTE,ossia la scuola delle amanti (K588)
BRUNO DE SIMONE,Don Alfonso|COSI FAN TUTTE,ossia la scuola delle amanti (K588)
IVAN INVERARDI,Sir John Falstaff|FALSTAFF
FRANCESCO VERNA,Ford|FALSTAFF
FABRIZIO PAESANO,Fenton|FALSTAFF
ANDREA GIOVANNINI,Dott. Cajus|FALSTAFF
ROBERTO JACHINI VIRGILI,Bardolfo|FALSTAFF
CARMINE MONACO,Pistola|FALSTAFF
SILVIA DALLA BENETTA,Mrs. Alice Ford|FALSTAFF
BARBARA BARGNESI,Nannetta|FALSTAFF
ROMINA BOSCOLO,Mrs. Quickly|FALSTAFF
LARA ROTILI,Mrs. Meg Page|FALSTAFF
PETER STRAKA,Filka Morozov (Luka Kuzmich)|Z MRTVHO DOMU (Da una casa di morti)
ADRIAN THOMPSON,Il detenuto grande|Z MRTVHO DOMU (Da una casa di morti)
ENRIC MARTINEZ CASTIGNANI,Il detenuto piccolo|Z MRTVHO DOMU (Da una casa di morti)
PATRICK BOLLEIRE,Il comandante|Z MRTVHO DOMU (Da una casa di morti)
NICOLAS CAVALLIER,Alexandr Petrovitch Gorjantchikov|Z MRTVHO DOMU (Da una casa di morti)
