JENNIFER LARMORE;Miss Jessel|THE TURN OF THE SCREW;1
NA HYUN YEO;Berta|IL BARBIERE DI SIVIGLIA;1
ROSA FEOLA;Lela, sacerdotessa di Brahma|LES PCHEURS DE PERLES;1
NICOLA PAMIO;Bardolfo|FALSTAFF;1
ILYA SILCHUKOV;Fiorello|IL BARBIERE DI SIVIGLIA;1
NATALIA ROMAN;Ines,|IL TROVATORE;1
GABRIELE NANI;Marullo|RIGOLETTO;1
NINA WARREN;Brnnhilde|GOTTERDAMMERUNG (Il crepuscolo degli dei);1
SILVIA VZQUEZ;Gasparina|DER SCHAUSPIELDIREKTOR;1
KYLE PFORTMILLER;Marchese DObigny|LA TRAVIATA;1
OLENA KHARACHKO;Unancella di Amelia|SIMON BOCCANEGRA;1
ANTONIO BARBAGALLO;Un usciere|RIGOLETTO;1
LISANDRO GUINIS;Un doganiere|LA BOHME;1
ANICIO ZORZI GIUSTINIANI;Tybald,|ROMEO ET JULIETTE 1Y0-251;1
SAMUEL YOUN;Orest|ELEKTRA;1
PATRIZIO SAUDELLI;Zefirino|IL VIAGGIO A REIMS ossia Lalbergo del giglio doro;1
DARIO RUSSO;Tom|UN BALLO IN MASCHERA;1
DAMIEN PASS;Der Journalist|LULU;1
ENRICO GIOVAGNOLI;Raoul de St. Brioche|LA VEDOVA ALLEGRA;1
YONGHOON LEE;Don Jos|Musica di Georges BizetCarmen NATASCHA PETRINSKY;1
IRINA DUBROVSKAIA;Gilda|RIGOLETTO;1
WILLIAM SHIMELL;Don Alfonso|COSI FAN TUTTE,ossia la scuola delle amanti (K588);1
PIERO GIULIACCI;Mario Cavaradossi|TOSCA;1
THOMAS GAZHELI;Wanderer (Wotan)|SIEGFRIED;1
TIAN HAOJIANG;Liu Siye|IL RAGAZZO DEL RISCI;2
BNDICTE ROUSSENQ;Vierte Magd|ELEKTRA;1
FILIPPO ADAMI;Paolino|IL MATRIMONIO SEGRETO;1
JOSE MARIA LO MONACO;Cherubino|LE NOZZE DI FIGARO;1
DOMENICO COLAIANNI;Don Trastullo|DON TRASTULLO;1
QING XU;Andres/Cochenille/Frantz/Pittichinaccio|LES CONTES DHOFFMANN;1
RICCARDO ZANELLATO;Zaccaria|NABUCODONOSOR;1
DMITRY ULYANOV;Banco|MACBETH;1
ANTONINO SIRAGUSA;Alfredo Germont|LA TRAVIATA;1
RENATO CAZZANIGA;Giuseppe|LA TRAVIATA;1
PAOLO BATTAGLIA;Capellio|I CAPULETI E I MONTECCHI;2
VALENTINA FARCAS;Woglinde|GOTTERDAMMERUNG (Il crepuscolo degli dei);1
DALIBOR JENIS;Don Carlo di Vargas|LA FORZA DEL DESTINO;1
MATTEO LIPPI;Rodolfo, poeta|LA BOHME;1
MINNI DIODATI;Barbarina|LE NOZZE DI FIGARO (K 492);1
PATRIZIA CIOFI;Amenaide|TANCREDI;1
JUAN VIADAS;Randilla|EL TRUST DE LOS TENORIOS;1
CHRISTOPHE FEL;Un alcade|LA FORZA DEL DESTINO;1
ROBERTO FRONTALI;Giorgio Germont|LA TRAVIATA;1
ANTONINO SIRAGUSA;Edoardo di Sanval|UN GIORNO DI REGNO;1
STEFAN POP;Alfredo Germont|LA TRAVIATA;3
JULIA NOVIKOVA;Gilda|RIGOLETTO;1
ALBERTO TERRIBILE;Tadzio, her son|DEATH IN VENICE (Morte a Venezia);1
MAJELLA CULLAGH;Linda|LINDA DI CHAMOUNIX;1
ENRICO GIUSEPPE IORI;Zaccaria|NABUCCO;1
ANDREA CONCETTI;Le Fauteuil / Un Arbre|LHEURE ESPAGNOLE;1
MAURIZIO MURARO;Sparafucile|RIGOLETTO Melodramma in tre su libretto di Francesco Maria Piave,;1
TONY STEVENSON;Nick|LA FANCIULLA DEL WEST Opera in tre atti su libretto di Carlo Zangarini e Guelfo Civinini,;2
JOHANNES MARTIN KRNZLE;Alberich|GTTERDMMERUNG;1
CRISTIAN SAITTA;Un Carceriere|TOSCA;1
KRISTIN LEWIS;Elisabetta|DON CARLO;1
MARCO MANCA;Frollo|NOTRE -DAME DE PARIS;1
ANDR MORSCH;Schaunard|LA BOHME;1
DONATO DI GIOIA;Ping|TURANDOT;2
ROBERTO ABBONDANZA;Il Sagrestano|TOSCA;1
HERNANDEZ;Sixth Fairy / Attendant to Oberon 2 / Autumn SERGIO C.|THE FAIRY QUEEN;1
PATRIZIA ORCIANI;Fidelia|EDGAR;1
EVA DURAN;Cantaora|LA CHULAPONA;1
ENRICO COSSUTTA;Second Immigration Officer|A VIEW FROM THE BRIDGE  (Uno sguardo dal ponte);1
JAVIER CAMARENA;Don Ramiro|LA CENERENTOLA;1
EUFEMIA TUFANO;Stphano|ROMO ET JULIETTE;1
PAVOL KUB;vanda|VANDA DUDK;1
ROBERT MURRAY;John / Third Angel|WRITTEN ON SKIN;1
ENRIC MARTINEZ CASTIGNANI;Il detenuto piccolo|Z MRTVHO DOMU (Da una casa di morti);1
ALEX PENDA;Oksana|EREVKI (Gli Stivaletti);1
MARCO CAMASTRA;Morales|CARMEN;1
ALESSANDRO BILOTTI;Un maggiordomo|LA RONDINE;2
MARIE DELPAS;Zuniga JEAN-|CARMEN;1
NESTOR LOSAN;Guglielmo|ELISABETTA REGINA DINGHILTERRA;1
ROSA FEOLA;Musetta|LA BOHEME;2
RACHEL OBRIEN;Moglie del Maestro|Il MAESTRO DI GO;1
MARCO SPOTTI;Ramfis|AIDA;4
MARCEL BEEKMAN;Pgase|LECUME DES JOURS;1
VALERIY MURGA;Triquet BOGUSLAW BIDZINSKISaretskij|EUGENIO ONEGIN;1
GIAMPIERO CICINO;Ciaccone|LAMBIZIONE DELUSA;1
TIMOTHY RICHARDS;Il principe|RUALKA;1
DMITRI KORCHAK;Lord Arturo Talbot|I PURITANI;1
MIHAIL DOGOTAR;Barone Douphol|LA TRAVIATA;1
DIANA HALLER;Oberto|ALCINA;1
IVAN DEFABIANI;Fritz Kobus|LAMICO FRITZ;1
CARLOS ALMARGUER;Conte di Luna|IL TROVATORE;1
ROMAN SADNIK;Der Bucklige|DIE FRAU OHNE SCHATTEN;1
SIMONE DEL SAVIO;Figaro|LE NOZZE DI FIGARO;1
GREGORY BONFATTI;Primo Filisteo|SAMSON ET DALILA;1
FEDERICA CARNEVALE;Silvio|LAMBIZIONE DELUSA;1
SARA ALLEGRETTA;Teresa|LA SONNAMBULA;1
COSIMO VASSALLO;LImperatore|TURANDOT;1
EUGENIA BETHENCOURT;Helmwige|DIE WALKRE;1
ROSA PARODI;Simeona|LA LEYENDA DEL BESO Zarzuela in Tre Atti di Enrique Royo, Antonio Paso figlio e Silva Aramburu.;1
JULIE MELLOR;Mrs.Grose|THE TURN OF THE SCREW (Il giro di vite);1
MARKO MIMICA;Selim|IL TURCO IN ITALIA;1
GRUPPOSO;Ulrica Arvidson SYLVIE BRUNET-|UN BALLO IN MASCHERA;1
NICOL AYROLDI;Masetto|DON GIOVANNI;1
NIKOLAJ BIKOV;Il portiere|LADY MACBETH DEL DISTRETTO DI MZENSK;1
PIETRO TOSCANO;Zuniga|CARMEN;1
CASTIGNANI;Lavvocato dr. Kolenat ENRIC MARTNEZ-|VC MAKROPULOS;1
WALTER FRACCARO;Radames|Teatro Alla Scala  Stagione dOpera e Balletto 2008/2009;1
JACQUES IMBRAILO;Tarquinius|THE RAPE OF LUCRETIA;1
CHIARA FRACASSO;Giovanna|RIGOLETTO;1
FRANCESCO MELI;Alfredo Germont|GALA VERDI;1
ROGER PADULLS;Tamino|UN FLAUTO MAGICO;1
ANTONIO STRAGAPERDE;Benot|LA BOHME;1
LUCA ALBERTI;Ambrogio|IL BARBIERE DI SIVIGLIA;2
CARLA DI CENSO;Tebaldo|DON CARLO;2
LUCA GRASSI;Marcello|LA BOHME;1
JACOPO GIARDA;Jaschiu, Tadzios friend|DEATH IN VENICE (Morte a Venezia);1
IVAN MAGRI;Ernesto|DON PASQUALE;1
EKATERINA SEMENCHUK;Marta|IOLANTA;1
DIANA DAMRAU;Lucia Ashton|LUCIA DI LAMMERMOOR;1
JULIO MORALES;Arturo / baturro|EL TRUST DE LOS TENORIOS;1
RHNE;Drei Knaben MATRISE DES BOUCHES-DU-|DIE ZAUBERFLTE (Il flauto magico);1
ANTONIO CANDIA;Un domestico|LA TRAVIATA;1
SALVATORE SCHIANO DI COLA;Benvolio,|ROMEO ET JULIETTE 1Y0-251;1
ALESSANDRO PUCCI;Kromow|LA VEDOVA ALLEGRA;1
ANDER TSYMBALYUK;Il Re ALEx|AIDA;2
INGRID PERRUCHE;La Duchesse Totoche|LES CHEVALIERS DE LA TABLE RONDE (I cavalieri della tavola rotonda);1
GUIDO LOCONSOLO;Achilla, duce generale dellarmi e consigliere di Tolomeo|GIULIO CESARE;1
STEFANO ANTONUCCI;Baldassarre|LARLESIANA;1
PAUL KAUFMANN;3. Knappe|PARSIFAL;1
SOPHIE MARILLEY;La Muse / Nicklausse|LES CONTES DHOFFMANN;1
CHRISTOPHER PURVES;The Protector|WRITTEN ON SKIN;1
LIKE XING;Foresto|ATTILA;1
DANIEL HUERTA;Cazador 1|EL TRUST DE LOS TENORIOS;1
ALESSIA NADIN;Clotilde|NORMA;1
PETER KONIG;Hunding HANS-|DIE WALKRE;1
REBECCA JOE LOEB;Angel 2  Marie|WRITTEN ON SKIN (Scritto sulla pelle);1
ANGE TODOROVITCH;Klytmnestra MARIE-|ELEKTRA;1
